parametro,0
0.6,4.8
0.65,5.5
0.75,5.7
0.5,6.3
0.55,6.6
0.45,7.5
0.7,8.35
0.4,8.9
0.85,9.15
0.35,9.35
0.3,10.1
0.8,10.6
0.25,12.4
0.1,13.0
0.2,13.8
0.0,14.8
0.95,14.8
0.15,15.4
0.05,16.3
0.9,16.65
1.0,21.0
