,knn_0.0,knn_0.05,knn_0.1,knn_0.15,knn_0.2,knn_0.25,knn_0.3,knn_0.35,knn_0.4,knn_0.45,knn_0.5,knn_0.55,knn_0.6,knn_0.65,knn_0.7,knn_0.75,knn_0.8,knn_0.85,knn_0.9,knn_1.0,knn_0.95,mix_0.0,mix_0.05,mix_0.1,mix_0.15,mix_0.2,mix_0.25,mix_0.3,mix_0.35,mix_0.4,mix_0.45,mix_0.5,mix_0.55,mix_0.6,mix_0.65,mix_0.7,mix_0.75,mix_0.8,mix_0.85,mix_0.9,mix_1.0,mix_0.95,naive-bayes_0.0,naive-bayes_0.05,naive-bayes_0.1,naive-bayes_0.15,naive-bayes_0.2,naive-bayes_0.25,naive-bayes_0.3,naive-bayes_0.35,naive-bayes_0.4,naive-bayes_0.45,naive-bayes_0.5,naive-bayes_0.55,naive-bayes_0.6,naive-bayes_0.65,naive-bayes_0.7,naive-bayes_0.75,naive-bayes_0.8,naive-bayes_0.85,naive-bayes_0.9,naive-bayes_1.0,naive-bayes_0.95,perceptron_0.0,perceptron_0.1,perceptron_0.2,perceptron_0.4,perceptron_0.5,perceptron_0.8,perceptron_0.9,perceptron_1.0,perceptron_0.05,perceptron_0.15,perceptron_0.25,perceptron_0.3,perceptron_0.35,perceptron_0.45,perceptron_0.55,perceptron_0.6,perceptron_0.65,perceptron_0.7,perceptron_0.75,perceptron_0.85,perceptron_0.95,tree_0.0,tree_0.1,tree_0.2,tree_0.4,tree_0.5,tree_0.8,tree_0.9,tree_1.0,tree_0.05,tree_0.15,tree_0.25,tree_0.3,tree_0.35,tree_0.45,tree_0.55,tree_0.6,tree_0.65,tree_0.7,tree_0.75,tree_0.85,tree_0.95
perceptron_0.65,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.5956663500007413,0.5725077510002914,0.9,0.7519821750284896,0.9,0.9,0.9,0.9,0.4779218070574477,0.850406225667201,0.9,0.7693511306586533,0.8677730060771336,0.7519821750284896,0.9,0.9,0.9,0.9,0.9,0.9,0.9
perceptron_0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7577710662461701,0.9,0.9,0.8706664115848882,0.850406225667201,0.9,0.9,0.7896137396298862,0.9,0.9,0.9,0.7867192309957615,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.41682835533021456,0.38856255776468385,0.8098761680461866,0.578297102485859,0.8040879233329065,0.9,0.9,0.9,0.28459598495375116,0.676718609399418,0.7954041335863162,0.5956663500007413,0.6940889258963585,0.578297102485859,0.8793531644513122,0.8793531644513122,0.7722459535377131,0.760668496330368,0.740402502581206,0.9,0.9
perceptron_0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8069827722704668,0.9,0.9,0.9,0.8996153550416568,0.9,0.9,0.8388255327186981,0.9,0.9,0.9,0.835931160669415,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.47203598989551143,0.4471410925544883,0.859088311101132,0.6275093224724623,0.8533007851617822,0.9,0.9,0.9,0.33285395197599754,0.7259303074338563,0.8446138984398853,0.6448762245173849,0.7432997644963121,0.6275093224724623,0.9,0.9,0.8214568969871834,0.8098761680461886,0.789613739629886,0.9,0.9
perceptron_0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8706664115848883,0.9,0.5609279236933034,0.9,0.804087923332906,0.6738225929205521,0.6535617675315083,0.7259303074338563,0.8677730060771343,0.5927694574683912,0.7114555030298944,0.7838253055131298,0.7809287302143653,0.5898756883855361,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.2166156007931288,0.1984648578500422,0.6130345235764298,0.3672201923656411,0.607244824744517,0.9,0.9,0.9,0.13561697850804078,0.4808156612151864,0.5985604910246741,0.38856255776468396,0.497468184657077,0.3672201923656411,0.6825085348930084,0.6825085348930084,0.5754030609295482,0.5638253382652358,0.5435599395122932,0.9,0.9
perceptron_0.95,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6535617675315083,0.9,0.8967188874282774,0.7664577199917284,0.746194149701787,0.8185636092251996,0.9,0.6854012443034179,0.8040879233329065,0.8764584548266419,0.8735610596656006,0.6825085348930071,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.29847072102790817,0.27633486539885754,0.7056648544996498,0.47499517970568816,0.6998763558812771,0.9,0.9,0.9,0.1962691060484345,0.5725077510002914,0.6911936557164451,0.4920485490251397,0.5898756883855366,0.47499517970568816,0.7751397059487874,0.7751397059487874,0.668033307402208,0.6564561780785764,0.6361926428409194,0.9,0.9
tree_0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8822473260536823,0.9,0.569611982210209,0.07435557290755368,0.7259303074338554,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.06295433618071733,0.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001033381707405412,0.001442904517139576,0.0017018298653886932,0.006885725585252578,0.0034992819514263473,0.024072085940286758,0.010261549758425081,0.014683402129721634,0.006542119780502675,0.023369244355783025,0.009609377608800096,0.010261549758425081,0.006007792791841493,0.012093610774847718,0.092828871560524,0.06295433618071733,0.1373423700297468,0.489289475569914,0.566718098010663,0.1258513966643282,0.046705888951184105,0.0280204022717645,0.029330657716830077,0.0164129842221008,0.10498671170759066,0.30402972650285276,0.3566834338476548,0.5204024095145159,0.7548765832801425,0.6969828928810836,0.5956663500007413,0.41682835533021456,0.47203598989551143,0.2166156007931288,0.29847072102790817,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.058605690888294704,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8590883111011337,0.9,0.5464560563928971,0.06661083381194666,0.7027740229468817,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.05611873276948098,0.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001245711401288041,0.001469790189212672,0.006007792791841715,0.003035773585429391,0.02135701682430291,0.008996091397942663,0.012906199773953242,0.005705971946553645,0.02071841816319031,0.008422259901232909,0.008996091397942663,0.005233878447095663,0.010605567957723383,0.08571621383207462,0.05611873276948098,0.1250027530816874,0.46601098001575025,0.5435599395122936,0.11679250063780877,0.04178716330445875,0.02479060714087189,0.025952021667058123,0.014449011402478229,0.09411412457271662,0.28183255558194964,0.3295587807695931,0.49746818465707965,0.7317202572627443,0.6738225929205535,0.5725077510002914,0.38856255776468385,0.4471410925544883,0.1984648578500422,0.27633486539885754,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.052183744642389285,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.3295587807695931,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.29568962862620307,0.9,0.001,0.0021191270639606685,0.003035773585429391,0.0024050856719358693,0.002584369530544972,0.0056092441882181765,0.008850588755286326,0.010960167081174865,0.014683402129721634,0.01693631026734077,0.054514386243334934,0.03116388038343887,0.14635156419437,0.07636913954616231,0.09941685750108276,0.052183744642389285,0.1426686142677187,0.07237018050005262,0.07636913954616231,0.04863588505242633,0.08677329524807331,0.39568900167239085,0.29568962862620307,0.497468184657077,0.8764584548266411,0.9,0.4779218070574477,0.2394308784647342,0.16526442695821086,0.17111283591561932,0.10932412165656291,0.4271620403486506,0.7114555030298944,0.7606684963303674,0.9,0.9,0.9,0.9,0.8098761680461866,0.859088311101132,0.6130345235764298,0.7056648544996498,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.28183255558194864,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.4,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7259303074338563,0.1426686142677187,0.8822473260536823,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.12499616723821061,0.9,0.001,0.001,0.001,0.001,0.001,0.0013379108026876363,0.0021977132424499946,0.0027755243376706984,0.003822823066199188,0.004477310979233318,0.016674654336855332,0.008850588755286326,0.05294916411899653,0.024072085940286758,0.03358954058567676,0.015901368232272062,0.05142773747041207,0.022682901899024666,0.024072085940286758,0.014683402129721634,0.02802040227176472,0.17739412781448238,0.12499616723821061,0.24960682338966944,0.6448762245173849,0.7230333921333194,0.23305416634775356,0.09541436091629996,0.06118450393491681,0.06385138570283477,0.03724329803259119,0.1962691060484345,0.4808156612151864,0.5290852352961037,0.676718609399418,0.9,0.8533007851617813,0.7519821750284896,0.578297102485859,0.6275093224724623,0.3672201923656411,0.47499517970568816,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.11831874891836369,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.32336623916314444,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2901339361938521,0.9,0.001,0.002043338215440893,0.0029315996864595073,0.0023182006720450232,0.0024947080606810834,0.005418303061155427,0.008561315446066642,0.010605567957723383,0.01421951014836409,0.016412984222101024,0.05294916411899653,0.030236723248803554,0.1426686142677187,0.07435557290757344,0.09673255932868763,0.05068126123907035,0.13909056276805787,0.07041498095327003,0.07435557290757344,0.047344748159921624,0.08466043270413326,0.38856255776468385,0.2901339361938521,0.4920485490251394,0.8706664115848883,0.9,0.4720359898955121,0.23542349661152828,0.1614065307358893,0.1672082157928445,0.10641970847340487,0.42029460180164824,0.7056648544996527,0.7548765832801431,0.9,0.9,0.9,0.9,0.8040879233329065,0.8533007851617822,0.607244824744517,0.6998763558812771,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.27633486539885754,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.035119452014007235,0.06944906199928513,0.08787566676102254,0.07636913954616231,0.08047365387023675,0.13561697850804078,0.18556798410100328,0.21430219215132817,0.2574551522277879,0.28183255558194964,0.5290852352961037,0.4098402057639241,0.7548765832801431,0.5985604910246749,0.6622439417240288,0.5204024095145174,0.7490864867925802,0.5869811312258649,0.5985604910246749,0.5059274540110726,0.6275093224724624,0.9,0.9,0.9,0.9,0.9,0.9,0.8851418387538929,0.7838253055131298,0.792510032454791,0.6825085348930084,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.3361787015029216,0.4947771955478746,0.5522455285075569,0.5146131239534528,0.5261915954512633,0.6535617675315083,0.7317202572627437,0.7693511306586533,0.8214568969871834,0.8475091676588055,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.558035043422701,0.8561941325184821,0.23542349661152828,0.5985604910246749,0.4920485490251397,0.3429102360173165,0.3206209814395231,0.4063209528315115,0.5551389956895397,0.26277621716201305,0.38856255776468385,0.4720359898955121,0.4690392834201188,0.260106689561329,0.6101403175438266,0.8793531644513122,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.058605690888294704,0.052183744642389285,0.28183255558194864,0.11831874891836369,0.27633486539885754,0.9,0.9,1.0,0.03260164310051783,0.17499795066685953,0.2681606537372192,0.1250027530816874,0.18556798410100273,0.11831874891836369,0.35320694087033455,0.35320694087033455,0.24702943874169625,0.2374991867000451,0.2212766964627737,0.7346143814028913,0.9
tree_0.05,0.9,0.9,0.9,0.9,0.8127730379607889,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7635608351744648,0.9,0.4503657757020766,0.04178716330445875,0.607244824744517,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.035119452014007124,0.9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003378373403956858,0.0016710184544351803,0.012697435915652533,0.005146207285119497,0.007490229944146942,0.003202197430148712,0.012290972381034382,0.004800310463479396,0.005146207285119497,0.0029315996864595073,0.006111654162267333,0.054514386243334934,0.035119452014007124,0.08466043270412493,0.35320694087033544,0.4471410925544882,0.07738614677035993,0.025554684670768824,0.014918351802247543,0.015649681920804848,0.008422259901232909,0.06206220111993477,0.20068025398354217,0.2394308784647342,0.3921270651517259,0.6361926428409194,0.578297102485859,0.4779218070574477,0.28459598495375116,0.33285395197599754,0.13561697850804078,0.1962691060484345,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.03260164310051783,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.15,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8243505241725897,0.20970549140722183,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.18349205850303452,0.9,0.001,0.001,0.001315202318537434,0.001033381707405412,0.0011136426093518725,0.0024947080606810834,0.0040304337141156,0.005057597683825521,0.006885725585252578,0.008009207850179001,0.02802040227176472,0.015401885017993666,0.08466043270412493,0.04003792983306953,0.054514386241432566,0.026761942839083064,0.08255913602742226,0.037788812032207075,0.04003792983306953,0.02479060714087189,0.04607008438449489,0.25482155890532765,0.18349205850303452,0.34631826928994447,0.7432997644963121,0.8214568969871834,0.3233662391631438,0.14449578485228876,0.09411412457280688,0.09806725124067406,0.060312665779901686,0.2790789682036773,0.57829710248586,0.6275093224724623,0.7751397059487874,0.9,0.9,0.850406225667201,0.676718609399418,0.7259303074338563,0.4808156612151864,0.5725077510002914,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.17499795066685953,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.25,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.31511359407198924,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.28183255558194864,0.9,0.001,0.0019352602786426587,0.0027755243376706984,0.0021977132424499946,0.002360751196501476,0.005146207285119497,0.008145819818396682,0.010095042295449663,0.013549622935598249,0.015649681920804848,0.050681261239051145,0.028888517169614714,0.1373423700297468,0.07138828544118081,0.092828871560524,0.04863588505242633,0.13392167343217998,0.06754860992196388,0.07138828544118081,0.0454407689111358,0.0815155433220256,0.3778665210231449,0.28183255558194864,0.4836741865197036,0.8619833384041715,0.9,0.4629502794539966,0.22832760894614257,0.15570479441125218,0.1614065307358893,0.10217275717741481,0.4098402057639241,0.6969828928810836,0.7461941497017863,0.8938257828508483,0.9,0.9,0.9,0.7954041335863162,0.8446138984398853,0.5985604910246741,0.6911936557164451,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2681606537372192,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.3,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7432997644963121,0.15383094615166526,0.8996153550416568,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.13225608279327195,0.9,0.001,0.001,0.001,0.001,0.001,0.0014983126178056416,0.002448512686961224,0.0030897394405627887,0.004250235581906403,0.0049689621451534105,0.018313686239223692,0.009768811339244232,0.05776605673899693,0.026355747443421507,0.036702597186430985,0.017478543562169158,0.05611873276948098,0.02479060714087189,0.026355747443421507,0.016154696966338755,0.030695899338254784,0.18978794689138934,0.13225608279327195,0.26546127703006506,0.6622439417240277,0.740402502581206,0.24702943874169625,0.10357256280401417,0.06661083381202348,0.06944906199930367,0.040615841596855384,0.20970549140722183,0.497468184657077,0.5464560563928962,0.6940889258963585,0.9,0.8706664115848882,0.7693511306586533,0.5956663500007413,0.6448762245173849,0.38856255776468396,0.4920485490251397,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.1250027530816874,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.35,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8417224687475375,0.2236203767157129,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.1962691060484345,0.9,0.001,0.0010140295572618196,0.0014697901892125609,0.0011555901742692498,0.001245711401288041,0.0027755243376706984,0.004477310979233318,0.0056092441882181765,0.007616343767625544,0.008850588755286326,0.030695899338254784,0.01693631026734077,0.08908570102222191,0.04358861803923575,0.05945281739060071,0.029330657716830077,0.08750282057816205,0.04119937322383693,0.04358861803923575,0.02717590498062883,0.049950666030791346,0.2708726425171618,0.1962691060484345,0.3672201923656411,0.7606684963303674,0.8388255327186979,0.3429102360173165,0.15570479441125218,0.10217275717741481,0.10641970847340487,0.06568218386518587,0.29568962862620307,0.5956663500007415,0.6448762245173849,0.7925100324547913,0.9,0.9,0.8677730060771336,0.6940889258963585,0.7432997644963121,0.497468184657077,0.5898756883855366,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.18556798410100273,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.45,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7259303074338563,0.1426686142677187,0.8822473260536823,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.12499616723821061,0.9,0.001,0.001,0.001,0.001,0.001,0.0013379108026876363,0.0021977132424499946,0.0027755243376706984,0.003822823066199188,0.004477310979233318,0.016674654336855332,0.008850588755286326,0.05294916411899653,0.024072085940286758,0.03358954058567676,0.015901368232272062,0.05142773747041207,0.022682901899024666,0.024072085940286758,0.014683402129721634,0.02802040227176472,0.17739412781448238,0.12499616723821061,0.24960682338966944,0.6448762245173849,0.7230333921333194,0.23305416634775356,0.09541436091629996,0.06118450393491681,0.06385138570283477,0.03724329803259119,0.1962691060484345,0.4808156612151864,0.5290852352961037,0.676718609399418,0.9,0.8533007851617813,0.7519821750284896,0.578297102485859,0.6275093224724623,0.3672201923656411,0.47499517970568816,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.11831874891836369,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.55,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.41334178179050385,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.37075800810253257,0.9,0.0013655436842097135,0.0032599221628335506,0.004636794309945347,0.0036894225115567947,0.003959844836653792,0.008422259901232909,0.013117095149688396,0.016154696966338755,0.02135701682430291,0.02442756271899571,0.07636913954616231,0.044199947955756325,0.19192728495328204,0.1021727571774208,0.13225608279327683,0.0733572617731133,0.18766667765088685,0.09673255932868763,0.1021727571774208,0.06849428281919745,0.11679250063780877,0.47499517970568816,0.37075800810253257,0.566718098010664,0.9,0.9,0.5464560563928971,0.30402972650285276,0.21430219215133017,0.22127669646277393,0.14449578485228876,0.5001393481818073,0.7809287302143653,0.8301426923481866,0.9,0.9,0.9,0.9,0.8793531644513122,0.9,0.6825085348930084,0.7751397059487874,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.35320694087033455,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9
tree_0.6,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.41334178179050385,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.37075800810253257,0.9,0.0013655436842097135,0.0032599221628335506,0.004636794309945347,0.0036894225115567947,0.003959844836653792,0.008422259901232909,0.013117095149688396,0.016154696966338755,0.02135701682430291,0.02442756271899571,0.07636913954616231,0.044199947955756325,0.19192728495328204,0.1021727571774208,0.13225608279327683,0.0733572617731133,0.18766667765088685,0.09673255932868763,0.1021727571774208,0.06849428281919745,0.11679250063780877,0.47499517970568816,0.37075800810253257,0.566718098010664,0.9,0.9,0.5464560563928971,0.30402972650285276,0.21430219215133017,0.22127669646277393,0.14449578485228876,0.5001393481818073,0.7809287302143653,0.8301426923481866,0.9,0.9,0.9,0.9,0.8793531644513122,0.9,0.6825085348930084,0.7751397059487874,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.35320694087033455,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9
tree_0.65,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.29290978942497137,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.260106689561329,0.9,0.001,0.0016710184544350692,0.0024050856719357583,0.0018990543594269438,0.002043338215440893,0.004477310979233318,0.007119807078012852,0.008850588755285993,0.011897420115817292,0.013769191445738183,0.04544076891109572,0.025554684670768824,0.12500275308167386,0.06385138570287763,0.08571621383207095,0.04358861803923575,0.12446809895976274,0.060312665780230756,0.06385138570287763,0.040615841596855384,0.07335726177224677,0.3497511331652897,0.260106689561329,0.4598554966833861,0.8388255327186968,0.9,0.4372794114497681,0.2097054914072206,0.1408670137538518,0.14635156419437,0.09156372537920554,0.38143138733179927,0.6738225929205521,0.7230333921333199,0.8706664115848882,0.9,0.9,0.9,0.7722459535377131,0.8214568969871834,0.5754030609295482,0.668033307402208,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.24702943874169625,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9
