dataset,n_base_classifiers,n_objetos_gerados,qtde_classifiers,classifier_type,acc1,acc2,acc3,acc4,acc5,acc_mean,time_to_run
load_electrical_grid_stability,20,10,5,perceptron,0.93,0.919,0.929,0.9415,0.9375,0.9314,29.235457181930542
load_electrical_grid_stability,20,10,7,perceptron,0.9315,0.9375,0.9495,0.9425,0.94,0.9402000000000001,30.102590084075928
load_electrical_grid_stability,20,10,9,perceptron,0.9345,0.9115,0.933,0.931,0.9405,0.9301,31.05642867088318
load_htru_pulsar,20,10,1,perceptron,0.9681564245810056,0.9692737430167597,0.9745810055865922,0.9664710813076278,0.9728974573903325,0.9702759423764636,84.08970952033997
load_htru_pulsar,20,10,3,perceptron,0.9684357541899441,0.9698324022346368,0.9751396648044692,0.9720592344230232,0.9698239731768651,0.9710582057657877,84.79664540290833
load_htru_pulsar,20,10,5,perceptron,0.9650837988826816,0.9622905027932961,0.9650837988826816,0.9538977367979883,0.9673093042749371,0.962733028326317,86.90381145477295
load_htru_pulsar,20,10,7,perceptron,0.9634078212290503,0.9717877094972067,0.9745810055865922,0.9734562727018721,0.9742944956691814,0.9715054609367806,88.51161074638367
load_htru_pulsar,20,10,9,perceptron,0.9737430167597766,0.9731843575418995,0.973463687150838,0.9692651578653255,0.9673093042749371,0.9713931047185552,90.1122522354126
load_image_segmentation,20,10,1,perceptron,0.7402597402597403,0.7683982683982684,0.803030303030303,0.7705627705627706,0.7554112554112554,0.7675324675324675,7.1001245975494385
load_image_segmentation,20,10,3,perceptron,0.7987012987012987,0.8484848484848485,0.7640692640692641,0.841991341991342,0.8246753246753247,0.8155844155844157,7.26561164855957
load_image_segmentation,20,10,5,perceptron,0.8051948051948052,0.7207792207792207,0.70995670995671,0.7878787878787878,0.7813852813852814,0.7610389610389611,7.467762231826782
load_image_segmentation,20,10,7,perceptron,0.79004329004329,0.7792207792207793,0.7770562770562771,0.841991341991342,0.7943722943722944,0.7965367965367965,7.640938997268677
load_image_segmentation,20,10,9,perceptron,0.7748917748917749,0.70995670995671,0.7965367965367965,0.803030303030303,0.8116883116883117,0.7792207792207793,7.859886169433594
load_rice,20,10,1,perceptron,0.9837778388781964,0.9851525982952983,0.9804784162771515,0.9824030794610943,0.9829529832279351,0.9829529832279352,48.68148851394653
load_rice,20,10,3,perceptron,0.9851525982952983,0.9873522133626615,0.9857025020621392,0.9829529832279351,0.9840527907616167,0.9850426175419301,50.311931133270264
load_rice,20,10,5,perceptron,0.9813032719274127,0.9865273577124003,0.9870772614792411,0.9848776464118779,0.9824030794610943,0.9844377233984052,51.87459659576416
load_rice,20,10,7,perceptron,0.9821281275776739,0.9873522133626615,0.9887269727797635,0.9799285125103107,0.9824030794610943,0.9841077811383009,53.62410640716553
load_rice,20,10,9,perceptron,0.9846026945284575,0.9873522133626615,0.9791036568600495,0.9829529832279351,0.9832279351113555,0.9834478966180917,55.07012224197388
load_statlog_vehicle,20,10,1,perceptron,0.6529411764705882,0.5502958579881657,0.5029585798816568,0.5443786982248521,0.5562130177514792,0.5613574660633484,2.5509531497955322
load_statlog_vehicle,20,10,3,perceptron,0.6058823529411764,0.5680473372781065,0.5621301775147929,0.5739644970414202,0.5088757396449705,0.5637800208840933,2.636202812194824
load_statlog_vehicle,20,10,5,perceptron,0.6588235294117647,0.5739644970414202,0.6390532544378699,0.5976331360946746,0.6568047337278107,0.625255830142708,2.7079622745513916
load_statlog_vehicle,20,10,7,perceptron,0.6352941176470588,0.5798816568047337,0.6449704142011834,0.621301775147929,0.6449704142011834,0.6252836756004176,2.766038417816162
load_statlog_vehicle,20,10,9,perceptron,0.6529411764705882,0.5798816568047337,0.591715976331361,0.5739644970414202,0.650887573964497,0.60987817612252,2.8515734672546387
load_gamma_telecope,20,10,1,perceptron,0.7636698212407992,0.7741850683491062,0.7628811777076762,0.7662986330178759,0.7473711882229233,0.762881177707676,50.89491820335388
load_gamma_telecope,20,10,3,perceptron,0.7578864353312302,0.7728706624605678,0.7468454258675079,0.7723449001051524,0.7331756046267087,0.7566246056782335,52.22475552558899
load_gamma_telecope,20,10,5,perceptron,0.7602523659305994,0.7610410094637224,0.7641955835962145,0.7902208201892744,0.7749737118822292,0.770136698212408,54.16989207267761
load_gamma_telecope,20,10,7,perceptron,0.7631440588853838,0.7681388012618297,0.768664563617245,0.7786540483701367,0.7818086225026288,0.7720820189274449,55.696125745773315
load_gamma_telecope,20,10,9,perceptron,0.7655099894847529,0.7733964248159831,0.7429022082018928,0.7681388012618297,0.7770767613038907,0.7654048370136699,57.63774561882019
load_pen_digit_recognition,20,10,1,perceptron,0.7849022282855843,0.7999090495679855,0.8184713375796179,0.7734303912647862,0.7556869881710646,0.7864799989738076,55.308966636657715
load_pen_digit_recognition,20,10,3,perceptron,0.7726239199636198,0.762619372442019,0.8070973612374887,0.7979981801637852,0.7943585077343039,0.7869394683082432,56.09459733963013
load_pen_digit_recognition,20,10,5,perceptron,0.7357889949977262,0.749431559799909,0.7943585077343039,0.7879890809827116,0.818926296633303,0.7772988880295908,57.50447058677673
load_pen_digit_recognition,20,10,7,perceptron,0.7489768076398363,0.8049113233287858,0.7707006369426752,0.7656960873521383,0.7611464968152867,0.7702862704157445,58.556455850601196
load_pen_digit_recognition,20,10,9,perceptron,0.7871759890859482,0.8012733060482037,0.7315741583257507,0.7820746132848043,0.8148316651501365,0.7833859463789687,59.611165285110474
load_leaf,20,10,1,perceptron,0.38235294117647056,0.35294117647058826,0.23529411764705882,0.25,0.27941176470588236,0.3,2.716331720352173
load_leaf,20,10,3,perceptron,0.22058823529411764,0.20588235294117646,0.25,0.17647058823529413,0.3382352941176471,0.2382352941176471,2.738112449645996
load_leaf,20,10,5,perceptron,0.20588235294117646,0.3235294117647059,0.19117647058823528,0.25,0.3235294117647059,0.25882352941176473,2.7752833366394043
load_leaf,20,10,7,perceptron,0.29411764705882354,0.17647058823529413,0.19117647058823528,0.22058823529411764,0.3088235294117647,0.23823529411764705,2.804466962814331
load_leaf,20,10,9,perceptron,0.20588235294117646,0.2647058823529412,0.23529411764705882,0.3088235294117647,0.36764705882352944,0.27647058823529413,2.8354201316833496
load_accent_recognition,20,10,1,perceptron,0.6363636363636364,0.6363636363636364,0.5909090909090909,0.696969696969697,0.5384615384615384,0.6198135198135197,1.1364779472351074
load_accent_recognition,20,10,3,perceptron,0.6363636363636364,0.6818181818181818,0.5909090909090909,0.6060606060606061,0.6,0.623030303030303,1.1648716926574707
load_accent_recognition,20,10,5,perceptron,0.5606060606060606,0.6363636363636364,0.5606060606060606,0.5606060606060606,0.5538461538461539,0.5744055944055944,1.1931993961334229
load_accent_recognition,20,10,7,perceptron,0.6060606060606061,0.6515151515151515,0.5606060606060606,0.6818181818181818,0.5230769230769231,0.6046153846153846,1.2316911220550537
load_accent_recognition,20,10,9,perceptron,0.5909090909090909,0.6060606060606061,0.5757575757575758,0.6818181818181818,0.5076923076923077,0.5924475524475524,1.2482094764709473
load_statlog_sattelite_image,20,10,1,perceptron,0.756021756021756,0.7373737373737373,0.7793317793317793,0.7521367521367521,0.7521367521367521,0.7554001554001554,32.41268301010132
load_statlog_sattelite_image,20,10,3,perceptron,0.7754467754467754,0.7536907536907537,0.7637917637917638,0.7614607614607615,0.7521367521367521,0.7613053613053613,32.97183537483215
load_statlog_sattelite_image,20,10,5,perceptron,0.7482517482517482,0.7466977466977467,0.8088578088578089,0.7599067599067599,0.7397047397047397,0.7606837606837606,33.31026864051819
load_statlog_sattelite_image,20,10,7,perceptron,0.763014763014763,0.7404817404817405,0.7599067599067599,0.7606837606837606,0.7894327894327894,0.7627039627039627,33.98769545555115
load_statlog_sattelite_image,20,10,9,perceptron,0.756021756021756,0.7505827505827506,0.7668997668997669,0.8096348096348096,0.777000777000777,0.772027972027972,34.5205340385437
load_electrical_grid_stability,20,10,1,naive-bayes,0.9725,0.9825,0.982,0.9805,0.975,0.9785,36.54904365539551
load_electrical_grid_stability,20,10,3,naive-bayes,0.9745,0.982,0.982,0.9805,0.976,0.9790000000000001,37.95660662651062
load_electrical_grid_stability,20,10,5,naive-bayes,0.975,0.9815,0.982,0.982,0.9745,0.9790000000000001,39.63614082336426
load_electrical_grid_stability,20,10,7,naive-bayes,0.9735,0.9815,0.9815,0.981,0.975,0.9785,41.54981303215027
load_electrical_grid_stability,20,10,9,naive-bayes,0.973,0.982,0.981,0.9805,0.9755,0.9784,42.986345291137695
load_htru_pulsar,20,10,1,naive-bayes,0.9491620111731843,0.9374301675977653,0.9455307262569832,0.9499860296172115,0.9424420229114278,0.9449101915113143,99.34576082229614
load_htru_pulsar,20,10,3,naive-bayes,0.9491620111731843,0.9391061452513967,0.9466480446927374,0.9511036602402906,0.9424420229114278,0.9456923768538074,102.14440107345581
load_htru_pulsar,20,10,5,naive-bayes,0.9466480446927374,0.9393854748603352,0.946927374301676,0.9511036602402906,0.9424420229114278,0.9453013154012935,105.50992226600647
load_htru_pulsar,20,10,7,naive-bayes,0.9477653631284916,0.9382681564245811,0.9460893854748603,0.9508242525845209,0.942162615255658,0.9450219545736223,108.65347671508789
load_htru_pulsar,20,10,9,naive-bayes,0.9472067039106146,0.9379888268156424,0.9466480446927374,0.9516624755518301,0.942162615255658,0.9451337332452965,110.92283964157104
load_image_segmentation,20,10,1,naive-bayes,0.7770562770562771,0.8051948051948052,0.8354978354978355,0.7922077922077922,0.7792207792207793,0.7978354978354979,13.73759937286377
load_image_segmentation,20,10,3,naive-bayes,0.7705627705627706,0.7943722943722944,0.8376623376623377,0.7943722943722944,0.7857142857142857,0.7965367965367965,14.525606870651245
load_image_segmentation,20,10,5,naive-bayes,0.7857142857142857,0.7878787878787878,0.8441558441558441,0.7878787878787878,0.7987012987012987,0.8008658008658008,15.319698333740234
load_image_segmentation,20,10,7,naive-bayes,0.79004329004329,0.7705627705627706,0.8398268398268398,0.7922077922077922,0.7878787878787878,0.7961038961038961,16.151588916778564
load_image_segmentation,20,10,9,naive-bayes,0.7748917748917749,0.7857142857142857,0.8354978354978355,0.7878787878787878,0.7792207792207793,0.7926406926406926,17.010984182357788
load_rice,20,10,1,naive-bayes,0.9829529832279351,0.9865273577124003,0.9846026945284575,0.9832279351113555,0.9815782238108332,0.9837778388781964,65.04288268089294
load_rice,20,10,3,naive-bayes,0.9832279351113555,0.9859774539455596,0.9846026945284575,0.9832279351113555,0.9810283200439923,0.9836128677481442,67.5960738658905
load_rice,20,10,5,naive-bayes,0.9832279351113555,0.9862524058289799,0.9840527907616167,0.9832279351113555,0.9818531756942535,0.9837228485015121,70.81618690490723
load_rice,20,10,7,naive-bayes,0.9829529832279351,0.9862524058289799,0.9846026945284575,0.9832279351113555,0.9813032719274127,0.983667858124828,73.75827097892761
load_rice,20,10,9,naive-bayes,0.9829529832279351,0.9865273577124003,0.9840527907616167,0.9832279351113555,0.9813032719274127,0.983612867748144,76.88464593887329
load_statlog_vehicle,20,10,1,naive-bayes,0.5294117647058824,0.44970414201183434,0.48520710059171596,0.35502958579881655,0.44970414201183434,0.4538113470240167,3.90547776222229
load_statlog_vehicle,20,10,3,naive-bayes,0.5294117647058824,0.48520710059171596,0.4911242603550296,0.3668639053254438,0.47337278106508873,0.4691959624086321,4.111876487731934
load_statlog_vehicle,20,10,5,naive-bayes,0.5529411764705883,0.46745562130177515,0.47337278106508873,0.3905325443786982,0.4378698224852071,0.46443438914027146,4.323791265487671
load_statlog_vehicle,20,10,7,naive-bayes,0.5352941176470588,0.48520710059171596,0.5088757396449705,0.40236686390532544,0.4260355029585799,0.47155586494953017,4.519913196563721
load_statlog_vehicle,20,10,9,naive-bayes,0.5470588235294118,0.44970414201183434,0.4970414201183432,0.3905325443786982,0.41420118343195267,0.4597076226940481,4.7385923862457275
load_gamma_telecope,20,10,1,naive-bayes,0.7281808622502629,0.7063617245005258,0.7163512092534174,0.741062039957939,0.7371188222923238,0.7258149316508938,67.45136952400208
load_gamma_telecope,20,10,3,naive-bayes,0.7294952681388013,0.7105678233438486,0.7155625657202944,0.7418506834910621,0.7368559411146162,0.7268664563617245,70.27759099006653
load_gamma_telecope,20,10,5,naive-bayes,0.7287066246056783,0.7097791798107256,0.7158254468980021,0.7415878023133544,0.7365930599369085,0.7264984227129336,73.54836869239807
load_gamma_telecope,20,10,7,naive-bayes,0.7279179810725552,0.7103049421661409,0.7160883280757098,0.7431650893796005,0.7365930599369085,0.726813880126183,76.95673608779907
load_gamma_telecope,20,10,9,naive-bayes,0.7276550998948476,0.7103049421661409,0.7160883280757098,0.7423764458464774,0.7363301787592008,0.7265509989484753,79.88392210006714
load_pen_digit_recognition,20,10,1,naive-bayes,0.8572078217371533,0.8485675306957708,0.862147406733394,0.8635122838944495,0.8494085532302093,0.8561687192581953,100.43434238433838
load_pen_digit_recognition,20,10,3,naive-bayes,0.8585720782173716,0.8535698044565712,0.8580527752502275,0.8630573248407644,0.8539581437670609,0.8574420253063991,104.75093698501587
load_pen_digit_recognition,20,10,5,naive-bayes,0.8585720782173716,0.8517507958162801,0.8589626933575978,0.8630573248407644,0.8535031847133758,0.857169215389078,110.26284790039062
load_pen_digit_recognition,20,10,7,naive-bayes,0.859481582537517,0.8522055479763528,0.8616924476797089,0.864877161055505,0.8530482256596906,0.8582609929817548,115.30795431137085
load_pen_digit_recognition,20,10,9,naive-bayes,0.8590268303774443,0.8494770350159163,0.8585077343039127,0.8616924476797089,0.8521383075523203,0.8561684709858606,120.35474348068237
load_leaf,20,10,1,naive-bayes,0.6911764705882353,0.6176470588235294,0.5588235294117647,0.6764705882352942,0.5735294117647058,0.6235294117647058,6.154222249984741
load_leaf,20,10,3,naive-bayes,0.6323529411764706,0.6323529411764706,0.6323529411764706,0.7058823529411765,0.6911764705882353,0.6588235294117647,6.552114486694336
load_leaf,20,10,5,naive-bayes,0.6617647058823529,0.6323529411764706,0.6470588235294118,0.7647058823529411,0.6911764705882353,0.6794117647058823,6.977348804473877
load_leaf,20,10,7,naive-bayes,0.6764705882352942,0.6911764705882353,0.5882352941176471,0.6617647058823529,0.6323529411764706,0.65,7.379863262176514
load_leaf,20,10,9,naive-bayes,0.6764705882352942,0.6176470588235294,0.6470588235294118,0.6764705882352942,0.7205882352941176,0.6676470588235295,7.784655570983887
load_accent_recognition,20,10,1,naive-bayes,0.6515151515151515,0.5757575757575758,0.3939393939393939,0.6212121212121212,0.6,0.5684848484848485,1.771615743637085
load_accent_recognition,20,10,3,naive-bayes,0.6212121212121212,0.5909090909090909,0.45454545454545453,0.6363636363636364,0.5692307692307692,0.5744522144522145,1.8766155242919922
load_accent_recognition,20,10,5,naive-bayes,0.6060606060606061,0.6363636363636364,0.45454545454545453,0.6515151515151515,0.6,0.5896969696969697,1.996629238128662
load_accent_recognition,20,10,7,naive-bayes,0.6515151515151515,0.6060606060606061,0.45454545454545453,0.6212121212121212,0.6307692307692307,0.5928205128205128,2.092517852783203
load_accent_recognition,20,10,9,naive-bayes,0.6212121212121212,0.5909090909090909,0.4696969696969697,0.5909090909090909,0.6307692307692307,0.5806993006993008,2.195786952972412
load_statlog_sattelite_image,20,10,1,naive-bayes,0.7871017871017871,0.7777777777777778,0.8212898212898213,0.7964257964257965,0.797979797979798,0.7961149961149961,48.786277294158936
load_statlog_sattelite_image,20,10,3,naive-bayes,0.7878787878787878,0.7754467754467754,0.8205128205128205,0.797979797979798,0.7987567987567987,0.7961149961149963,50.63893985748291
load_statlog_sattelite_image,20,10,5,naive-bayes,0.790986790986791,0.7777777777777778,0.8181818181818182,0.7972027972027972,0.8003108003108003,0.7968919968919969,52.948265075683594
load_statlog_sattelite_image,20,10,7,naive-bayes,0.7878787878787878,0.7746697746697747,0.8212898212898213,0.7948717948717948,0.8041958041958042,0.7965811965811965,54.89911603927612
load_statlog_sattelite_image,20,10,9,naive-bayes,0.7902097902097902,0.7738927738927739,0.8205128205128205,0.797979797979798,0.8018648018648019,0.7968919968919969,57.051456689834595
load_electrical_grid_stability,20,10,1,knn,0.936,0.924,0.937,0.9325,0.924,0.9307000000000001,368.8654661178589
load_electrical_grid_stability,20,10,3,knn,0.9355,0.943,0.9445,0.931,0.929,0.9366,379.18839168548584
load_electrical_grid_stability,20,10,5,knn,0.945,0.9365,0.941,0.937,0.9375,0.9394,390.22101378440857
load_electrical_grid_stability,20,10,7,knn,0.9455,0.9385,0.9455,0.939,0.935,0.9407,402.05407452583313
load_electrical_grid_stability,20,10,9,knn,0.9485,0.9375,0.944,0.944,0.94,0.9428000000000001,414.7843358516693
load_htru_pulsar,20,10,1,knn,0.9723463687150838,0.9678770949720671,0.9784916201117319,0.9737356803576418,0.9698239731768651,0.9724549474666778,345.3895101547241
load_htru_pulsar,20,10,3,knn,0.9768156424581006,0.9729050279329609,0.9782122905027933,0.9742944956691814,0.9720592344230232,0.9748573381972119,359.6596887111664
load_htru_pulsar,20,10,5,knn,0.9770949720670391,0.9745810055865922,0.9812849162011174,0.9765297569153395,0.9717798267672534,0.9762540955074682,374.4370172023773
load_htru_pulsar,20,10,7,knn,0.9779329608938547,0.9756983240223464,0.982122905027933,0.9796032411288069,0.9742944956691814,0.9779303853484246,389.6173028945923
load_htru_pulsar,20,10,9,knn,0.9779329608938547,0.9751396648044692,0.9824022346368715,0.9779267951941883,0.9748533109807209,0.977650993302021,405.425696849823
load_image_segmentation,20,10,1,knn,0.9372294372294372,0.9437229437229437,0.9567099567099567,0.9588744588744589,0.9458874458874459,0.9484848484848485,41.17845296859741
load_image_segmentation,20,10,3,knn,0.9393939393939394,0.9437229437229437,0.9437229437229437,0.9653679653679653,0.9285714285714286,0.9441558441558442,42.507529973983765
load_image_segmentation,20,10,5,knn,0.9285714285714286,0.9458874458874459,0.961038961038961,0.9632034632034632,0.9415584415584416,0.9480519480519481,44.71960401535034
load_image_segmentation,20,10,7,knn,0.935064935064935,0.9458874458874459,0.9545454545454546,0.961038961038961,0.9285714285714286,0.945021645021645,46.93945360183716
load_image_segmentation,20,10,9,knn,0.9437229437229437,0.9458874458874459,0.961038961038961,0.961038961038961,0.9307359307359307,0.9484848484848485,48.66893696784973
load_rice,20,10,1,knn,0.9851525982952983,0.9859774539455596,0.9857025020621392,0.9862524058289799,0.9868023095958207,0.9859774539455597,308.442409992218
load_rice,20,10,3,knn,0.9862524058289799,0.9854275501787187,0.9870772614792411,0.9859774539455596,0.9870772614792411,0.9863623865823481,323.78183245658875
load_rice,20,10,5,knn,0.9895518284300248,0.9879021171295024,0.9884520208963431,0.9887269727797635,0.9870772614792411,0.9883420401429749,338.6004538536072
load_rice,20,10,7,knn,0.9892768765466043,0.987627165246082,0.9892768765466043,0.9884520208963431,0.9890019246631839,0.9887269727797635,353.6929316520691
load_rice,20,10,9,knn,0.9895518284300248,0.987627165246082,0.9881770690129228,0.987627165246082,0.9884520208963431,0.9882870497662909,369.1373028755188
load_statlog_vehicle,20,10,1,knn,0.7529411764705882,0.6863905325443787,0.7100591715976331,0.757396449704142,0.6804733727810651,0.7174521406195614,11.91567325592041
load_statlog_vehicle,20,10,3,knn,0.7411764705882353,0.6804733727810651,0.7455621301775148,0.7455621301775148,0.7041420118343196,0.7233832231117299,12.811275482177734
load_statlog_vehicle,20,10,5,knn,0.7411764705882353,0.6863905325443787,0.7218934911242604,0.6863905325443787,0.6923076923076923,0.7056317438217891,13.317559957504272
load_statlog_vehicle,20,10,7,knn,0.7176470588235294,0.6568047337278107,0.7100591715976331,0.7455621301775148,0.7159763313609467,0.7092098851374871,13.958193302154541
load_statlog_vehicle,20,10,9,knn,0.7647058823529411,0.6863905325443787,0.727810650887574,0.7218934911242604,0.6923076923076923,0.7186216498433693,14.64962911605835
load_gamma_telecope,20,10,1,knn,0.823080967402734,0.8217665615141956,0.8199263932702419,0.8354363827549948,0.8322818086225027,0.8264984227129337,443.4028253555298
load_gamma_telecope,20,10,3,knn,0.8314931650893796,0.8385909568874869,0.8346477392218717,0.8409568874868559,0.8391167192429022,0.8369610935856991,461.4643704891205
load_gamma_telecope,20,10,5,knn,0.833596214511041,0.8359621451104101,0.8414826498422713,0.8422712933753943,0.8456887486855941,0.8398002103049421,479.00408601760864
load_gamma_telecope,20,10,7,knn,0.8338590956887487,0.8317560462670873,0.8393796004206099,0.8470031545741324,0.8512092534174553,0.8406414300736067,497.10904455184937
load_gamma_telecope,20,10,9,knn,0.8322818086225027,0.8338590956887487,0.8404311251314406,0.8467402733964248,0.8504206098843323,0.8407465825446898,514.0133345127106
load_pen_digit_recognition,20,10,1,knn,0.9945429740791268,0.9895407003183265,0.9949954504094631,0.9931756141947224,0.9899909008189263,0.9924491279641131,294.9796109199524
load_pen_digit_recognition,20,10,3,knn,0.9945429740791268,0.9909049567985448,0.9945404913557779,0.9922656960873522,0.9909008189262967,0.9926309874494196,305.7491412162781
load_pen_digit_recognition,20,10,5,knn,0.9945429740791268,0.9913597089586176,0.9945404913557779,0.9913557779799818,0.9909008189262967,0.9925399542599601,314.7545425891876
load_pen_digit_recognition,20,10,7,knn,0.9949977262391997,0.9899954524783993,0.9949954504094631,0.991810737033667,0.991810737033667,0.9927220206388793,324.7593972682953
load_pen_digit_recognition,20,10,9,knn,0.9954524783992724,0.9913597089586176,0.9949954504094631,0.9922656960873522,0.9904458598726115,0.9929038387454634,335.5119845867157
load_leaf,20,10,1,knn,0.6176470588235294,0.6470588235294118,0.6617647058823529,0.6470588235294118,0.6470588235294118,0.6441176470588235,5.423276424407959
load_leaf,20,10,3,knn,0.6029411764705882,0.6617647058823529,0.6911764705882353,0.6617647058823529,0.6470588235294118,0.6529411764705882,5.710088729858398
load_leaf,20,10,5,knn,0.5588235294117647,0.7205882352941176,0.6470588235294118,0.6764705882352942,0.7058823529411765,0.6617647058823529,5.992114067077637
load_leaf,20,10,7,knn,0.5441176470588235,0.7205882352941176,0.6911764705882353,0.6617647058823529,0.6911764705882353,0.6617647058823529,6.250009298324585
load_leaf,20,10,9,knn,0.6029411764705882,0.7352941176470589,0.6911764705882353,0.6617647058823529,0.6323529411764706,0.6647058823529411,6.541616678237915
load_accent_recognition,20,10,1,knn,0.7727272727272727,0.7424242424242424,0.7575757575757576,0.8939393939393939,0.7538461538461538,0.7841025641025641,4.152598857879639
load_accent_recognition,20,10,3,knn,0.803030303030303,0.7575757575757576,0.7272727272727273,0.8939393939393939,0.8153846153846154,0.7994405594405596,4.439122438430786
load_accent_recognition,20,10,5,knn,0.7878787878787878,0.7727272727272727,0.7272727272727273,0.8787878787878788,0.7846153846153846,0.7902564102564102,4.694511413574219
load_accent_recognition,20,10,7,knn,0.803030303030303,0.7575757575757576,0.696969696969697,0.8939393939393939,0.7692307692307693,0.7841491841491842,4.991203546524048
load_accent_recognition,20,10,9,knn,0.7424242424242424,0.7727272727272727,0.7575757575757576,0.9090909090909091,0.7692307692307693,0.7902097902097902,5.313277244567871
load_statlog_sattelite_image,20,10,1,knn,0.9020979020979021,0.9013209013209014,0.9145299145299145,0.8997668997668997,0.905982905982906,0.9047397047397048,243.63986706733704
load_statlog_sattelite_image,20,10,3,knn,0.9028749028749029,0.8966588966588966,0.9145299145299145,0.9036519036519036,0.8997668997668997,0.9034965034965033,247.49540901184082
load_statlog_sattelite_image,20,10,5,knn,0.9044289044289044,0.9020979020979021,0.9168609168609169,0.8982128982128982,0.9114219114219114,0.9066045066045065,254.36485862731934
load_statlog_sattelite_image,20,10,7,knn,0.9075369075369075,0.9020979020979021,0.9137529137529138,0.9005439005439005,0.8974358974358975,0.9042735042735043,261.7210121154785
load_statlog_sattelite_image,20,10,9,knn,0.9028749028749029,0.8966588966588966,0.9168609168609169,0.9020979020979021,0.9098679098679099,0.9056721056721055,268.88834023475647
load_electrical_grid_stability,20,10,1,mix,0.978,0.9775,0.98,0.9735,0.9835,0.9785,146.38687896728516
load_electrical_grid_stability,20,10,3,mix,0.9855,0.984,0.9885,0.9825,0.983,0.9846999999999999,147.47252893447876
load_electrical_grid_stability,20,10,5,mix,0.9875,0.9865,0.9955,0.9905,0.992,0.9904,149.02153182029724
load_electrical_grid_stability,20,10,7,mix,0.9925,0.988,0.9915,0.9935,0.9865,0.9904000000000002,151.19477605819702
load_electrical_grid_stability,20,10,9,mix,0.989,0.9915,0.997,0.9895,0.9895,0.9913000000000001,158.46330976486206
load_htru_pulsar,20,10,1,mix,0.9675977653631285,0.9681564245810056,0.9737430167597766,0.9717798267672534,0.9670298966191674,0.9696613860180662,179.72805547714233
load_htru_pulsar,20,10,3,mix,0.9784916201117319,0.976536312849162,0.9815642458100559,0.9784856105057279,0.9751327186364906,0.9780421015826336,182.69494485855103
load_htru_pulsar,20,10,5,mix,0.9787709497206704,0.9754189944134078,0.982122905027933,0.9793238334730372,0.9751327186364906,0.9781538802543078,185.37104606628418
load_htru_pulsar,20,10,7,mix,0.979050279329609,0.9768156424581006,0.9815642458100559,0.9779267951941883,0.9756915339480302,0.9782096993479967,192.57973957061768
load_htru_pulsar,20,10,9,mix,0.979050279329609,0.9776536312849162,0.9832402234636871,0.9784856105057279,0.9759709416037999,0.978880137237548,198.31833505630493
load_image_segmentation,20,10,1,mix,0.9545454545454546,0.9567099567099567,0.9523809523809523,0.9632034632034632,0.9545454545454546,0.9562770562770563,19.02574324607849
load_image_segmentation,20,10,3,mix,0.9458874458874459,0.961038961038961,0.961038961038961,0.9675324675324676,0.9545454545454546,0.958008658008658,20.120242834091187
load_image_segmentation,20,10,5,mix,0.948051948051948,0.9588744588744589,0.961038961038961,0.9718614718614719,0.9567099567099567,0.9593073593073592,21.385926961898804
load_image_segmentation,20,10,7,mix,0.9567099567099567,0.9502164502164502,0.9545454545454546,0.9761904761904762,0.9523809523809523,0.9580086580086581,22.523903369903564
load_image_segmentation,20,10,9,mix,0.9545454545454546,0.9696969696969697,0.9588744588744589,0.9696969696969697,0.948051948051948,0.96017316017316,24.12542200088501
load_rice,20,10,1,mix,0.9881770690129228,0.9837778388781964,0.9859774539455596,0.9840527907616167,0.9854275501787187,0.985482540555403,139.75573706626892
load_rice,20,10,3,mix,0.9870772614792411,0.9879021171295024,0.9903766840802859,0.9887269727797635,0.9887269727797635,0.9885620016497112,142.06530952453613
load_rice,20,10,5,mix,0.9892768765466043,0.987627165246082,0.9881770690129228,0.9879021171295024,0.9903766840802859,0.9886719824030795,143.89442706108093
load_rice,20,10,7,mix,0.9884520208963431,0.9870772614792411,0.9892768765466043,0.9884520208963431,0.9892768765466043,0.9885070112730272,151.11671257019043
load_rice,20,10,9,mix,0.9901017321968656,0.9868023095958207,0.9898267803134452,0.9862524058289799,0.9898267803134452,0.9885620016497112,158.15188717842102
load_statlog_vehicle,20,10,1,mix,0.7411764705882353,0.7100591715976331,0.727810650887574,0.7514792899408284,0.7041420118343196,0.726933518969718,5.93875527381897
load_statlog_vehicle,20,10,3,mix,0.7588235294117647,0.6745562130177515,0.7751479289940828,0.6982248520710059,0.6923076923076923,0.7198120431604593,6.335405588150024
load_statlog_vehicle,20,10,5,mix,0.7294117647058823,0.7159763313609467,0.7396449704142012,0.7455621301775148,0.7396449704142012,0.7340480334145492,6.912875652313232
load_statlog_vehicle,20,10,7,mix,0.7588235294117647,0.6982248520710059,0.7337278106508875,0.7396449704142012,0.7041420118343196,0.7269126348764358,7.427273273468018
load_statlog_vehicle,20,10,9,mix,0.7588235294117647,0.6804733727810651,0.7337278106508875,0.7455621301775148,0.6982248520710059,0.7233623390184476,7.955279588699341
load_gamma_telecope,20,10,1,mix,0.8259726603575184,0.8291272344900105,0.8301787592008412,0.8330704521556257,0.8272870662460567,0.8291272344900105,188.63707447052002
load_gamma_telecope,20,10,3,mix,0.8385909568874869,0.8364879074658255,0.8472660357518401,0.844900105152471,0.842534174553102,0.8419558359621451,201.9358377456665
