,tree_2,tree_4,tree_6,tree_8,tree_10,tree_20,perceptron_2,perceptron_4,perceptron_6,perceptron_8,perceptron_10,perceptron_20,naive-bayes_2,naive-bayes_4,naive-bayes_6,naive-bayes_8,naive-bayes_10,naive-bayes_20,knn_2,knn_4,knn_6,knn_8,knn_10,knn_20,mix_2,mix_4,mix_6,mix_8,mix_10,mix_20,tree_1,tree_3,tree_5,tree_7,tree_9,perceptron_1,perceptron_3,perceptron_5,perceptron_7,perceptron_9,naive-bayes_1,naive-bayes_3,naive-bayes_5,naive-bayes_7,naive-bayes_9,knn_1,knn_3,knn_5,knn_7,knn_9,mix_1,mix_3,mix_5,mix_7,mix_9,tree_11,tree_12,tree_13,tree_14,tree_15,tree_16,tree_17,tree_18,tree_19,perceptron_11,perceptron_12,perceptron_13,perceptron_14,perceptron_15,perceptron_16,perceptron_17,perceptron_18,perceptron_19,naive-bayes_11,naive-bayes_12,naive-bayes_13,naive-bayes_14,naive-bayes_15,naive-bayes_16,naive-bayes_17,naive-bayes_18,naive-bayes_19,knn_11,knn_12,knn_13,knn_14,knn_15,knn_16,knn_17,knn_18,knn_19,mix_11,mix_12,mix_13,mix_14,mix_15,mix_16,mix_17,mix_18,mix_19
perceptron_10,0.9,0.8889980116229161,0.6193135386624764,0.04902413953933671,0.16269126964694947,0.008215189424773395,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6822402890145236,0.20891015990165662,0.1647027315839733,0.07008579328304243,0.015201909440677785,0.9,0.6852366913648283,0.5953410236738602,0.19042784591632544,0.04766398358112478,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7691402959807263,0.19266927591721483,0.21370267709037127,0.16269126964694947,0.07008579328304243,0.025009113516487824,0.011401525758732878,0.011207035982854552,0.0025641058653051996,0.01975763989331769,0.0018244767849907584,0.020077451296721116,0.004084578939287042,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8290699125168457,0.9,0.6822402890145236,0.6672552743296456,0.9,0.8021027058282783,0.9,0.24796813742689727,0.08387430901199733,0.017352894783984274,0.04501300804020325,0.04001207015458974,0.03227070453926251,0.05783120508691564,0.008505655524987832,0.003864003211837108
perceptron_20,0.9,0.6283037790922638,0.3385944213893268,0.012416884674070316,0.0512201375406266,0.0016590905548358181,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7062109347503498,0.9,0.415438356835235,0.07110261825770792,0.05200611942550337,0.01852160350662646,0.003270404444485342,0.9,0.4190604431424858,0.3133873528993042,0.06326518249648405,0.01199972639283775,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8620298558264581,0.9,0.508440418483646,0.06420881307187609,0.07315492374232668,0.0512201375406266,0.01852160350662646,0.0057652420996463505,0.002377314710680367,0.002334559272875625,0.001,0.0043934918656389765,0.001,0.004473695520841314,0.001,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7241928416424726,0.5683719299973653,0.7331797024687295,0.415438356835235,0.39707574056935147,0.6612660607072198,0.541406783096775,0.7301846850209865,0.08749858817224343,0.022790533999450302,0.003791952393612519,0.011207035982854552,0.009765725326187469,0.007660519715672609,0.01495004538747513,0.001720309617556648,0.001
naive-bayes_2,0.9,0.6882339821933925,0.4117963973023441,0.017352894783984163,0.06908087447571354,0.0024250875993597765,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7661413613339878,0.9,0.4821988102751237,0.09113214898648281,0.07008579328291775,0.025415018214431595,0.004727124110169401,0.9,0.4851714825635077,0.3822230176516431,0.08387430901201454,0.016787985465340327,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5683719299973653,0.08497713215940184,0.09378446464448464,0.06908087447571354,0.025415018214431595,0.008215189424773395,0.00345854504177856,0.003396693388504457,0.001,0.006304712022581205,0.001,0.006418408208690329,0.0011461699349744059,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7841232597182933,0.6283037790922638,0.793110862704006,0.4821988102751237,0.46678844299594535,0.7211932453367318,0.6013343890442384,0.7901132012847418,0.11431234229847231,0.03126839077260224,0.0054618029181573435,0.015714619871007307,0.013746270482751344,0.010828330729009794,0.020731050695085962,0.0025192779517843045,0.0010808110521577374
naive-bayes_4,0.9,0.793110862704006,0.5234246176047741,0.030300561994744957,0.10965877561906068,0.004641158325724648,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.871019766487902,0.9,0.5863518438241585,0.14308688316175955,0.11119552824977808,0.04372566315040294,0.00880742871216289,0.9,0.5893495842720444,0.49949486908087337,0.12880195456413412,0.02935277247063639,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6732529252494922,0.13048572066045117,0.1469430134144043,0.10965877561906068,0.04372566315040294,0.01495004538747513,0.006533675653881854,0.006418408208690329,0.0013934772279484697,0.011598375410323158,0.001,0.011797038255680237,0.0022460348516485373,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8889980116229161,0.7331797024687295,0.8979922667791429,0.5863518438241585,0.5713693760757115,0.8260726410518124,0.7062109347503498,0.8949924865793359,0.17490841012490588,0.05280735381504742,0.010106486825303351,0.027541581647945623,0.024249956436628195,0.019442224899256733,0.035976063836563044,0.004813487741092803,0.0021224971769666645
naive-bayes_6,0.9,0.9,0.8949924865793364,0.16672945140550965,0.4226622979547199,0.03709421858355133,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.493872955780119,0.4262384790623708,0.2185410756852243,0.06326518249648405,0.9,0.9,0.871019766487902,0.46994629447994263,0.16269126964694947,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4730621113165858,0.49949486908087337,0.4226622979547199,0.2185410756852243,0.09513759157977852,0.04902413953933671,0.04833810998104571,0.013289898233044273,0.07951011279998843,0.009765725326187469,0.08059297446311253,0.020077451296721005,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.541406783096775,0.25066427728378193,0.07110261825770792,0.15474697293714168,0.13934062010795645,0.11906803680141087,0.1882072700813897,0.038242192585373314,0.01913220252010539
naive-bayes_8,0.9,0.9,0.8440527129055108,0.13393879209758908,0.36008301296081824,0.028434292474681655,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.44027141401530745,0.36374108520889525,0.17955970165438484,0.04902413953933671,0.9,0.9,0.8200792335171415,0.4117963973023475,0.13048572066045916,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.415438356835235,0.44710652831341136,0.36008301296081824,0.17955970165438484,0.07736278777202099,0.0382421925853732,0.037667975684616994,0.009932840402677168,0.062331547836877776,0.007267656250256049,0.06326518249648172,0.015201909440677785,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8919977557123421,0.9,0.9,0.9,0.49100514002550344,0.20891015990165662,0.05526898855981899,0.12500122417066784,0.11431234229844922,0.09378446464448464,0.15474697293714168,0.02935277247063639,0.014455889395371346
naive-bayes_10,0.9,0.9,0.7901132012847418,0.10813177593382728,0.30179860837588124,0.021399715065949954,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8530415020091512,0.3748044292417343,0.3046988475422491,0.14499980114356414,0.037667975684616994,0.9,0.8560381495086492,0.7661413613339878,0.34565668975602226,0.10512692927810507,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.3492245114963255,0.3822230176516431,0.30179860837588124,0.14499980114356414,0.059600187809534466,0.028889581061220637,0.028434292474681655,0.00726765625025616,0.04766398358112556,0.005271046942989965,0.04833810998104571,0.011207035982854552,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8530415020091512,0.838060215783357,0.9,0.9,0.9,0.43331125937277126,0.170805474197123,0.04246325786257332,0.09930826487472422,0.08856011213831494,0.07524413994789014,0.12499745891820813,0.022085348604231392,0.010643492312815583
naive-bayes_20,0.9,0.9,0.9,0.22834067908530098,0.5114402264527076,0.056111558837629416,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5773625453159714,0.5144340621744388,0.2930891717034254,0.09113214898648281,0.9,0.9,0.9,0.5533891632911065,0.2234227198835007,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5563855325546335,0.5833561998610506,0.5114402264527076,0.2930891717034254,0.1357100522926159,0.07419791919564334,0.07315492374232668,0.02106213195994977,0.11431234229844922,0.015714619871007418,0.1158911410164245,0.03126839077260224,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6253067431973383,0.3316571006814334,0.10218322751954445,0.21370267709037127,0.19493047412139908,0.16672945140551032,0.2561221060868316,0.05783120508691564,0.029821397282453255
knn_2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7511602786107032,0.9,0.6972219738386933,0.9,0.8260726410518124,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8170845238754738
knn_4,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_6,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8021027058282776,0.9,0.8710197664879016,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8949924865793359,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8470481183820077,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_10,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
knn_20,0.9,0.9,0.9,0.9,0.9,0.9,0.7181970435231182,0.9,0.9,0.8290699125168457,0.9,0.7062109347503498,0.7661413613339878,0.871019766487902,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5713693760757115,0.9,0.6402893553861617,0.9,0.6882339821933929,0.6822402890145236,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.871019766487902,0.9,0.8860022956597373,0.787119453899219,0.9,0.6642617107671027,0.9,0.8021027058282783,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7841232597182933,0.9,0.8530415020091512,0.9,0.9,0.8949924865793359,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8770138045324537,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_4,0.9,0.9,0.9,0.9,0.9,0.9,0.4297880534123334,0.6372935184517372,0.6432850435491977,0.544402551058624,0.6822402890145236,0.415438356835235,0.4821988102751237,0.5863518438241585,0.9,0.9,0.8530415020091512,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.26726769917244686,0.7691402959807268,0.335109178457655,0.757152924525382,0.3933671141046089,0.3859391715415408,0.8770138045324537,0.9,0.8021027058282783,0.6582675211432154,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6642617107671027,0.5863518438241585,0.7721345699341695,0.6013343890442384,0.5024476777533997,0.6612660607072198,0.36374108520889525,0.7092100418535012,0.5174329898124745,0.9,0.9,0.8770138045324537,0.9,0.9,0.8830068337440453,0.8290699125168457,0.6492792265857966,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_6,0.9,0.9,0.9,0.9,0.9,0.9,0.07524413994789014,0.175385762097107,0.1795597016543854,0.12227729096879225,0.20891015990165662,0.07110261825770792,0.09113214898648281,0.14308688316175955,0.493872955780119,0.44027141401530745,0.3748044292417343,0.5773625453159714,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0365321068863631,0.2844100954730715,0.0512201375406266,0.27293707808711587,0.06516345152843739,0.06326518249648172,0.4044619727254968,0.6073276621808706,0.3162709204862446,0.1904278459163261,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.19493047412139908,0.14308688316175955,0.2872960651845641,0.15279946499072805,0.1007383855446694,0.1926692759172154,0.05783120508691564,0.23080695267505702,0.10813177593380285,0.6163181702727236,0.49100514002550344,0.4044619727254968,0.5384066959216418,0.7511602786107043,0.4117963973023441,0.34565668975602293,0.18383422036569197,0.532414036423698,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_8,0.9,0.9,0.9,0.9,0.9,0.9,0.05526898855981899,0.1357100522926159,0.13934062010795645,0.09113214898643984,0.1647027315839733,0.05200611942550337,0.07008579328291775,0.11119552824977808,0.4262384790623708,0.36374108520889525,0.3046988475422491,0.5144340621744388,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.026247836190061324,0.2283406790853022,0.037667975684616994,0.2185410756852243,0.04766398358112556,0.04632600669369391,0.32824069108686993,0.544402551058624,0.2561221060868316,0.14890828615039364,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.15279946499072883,0.11119552824977808,0.23080695267505702,0.11906803680141087,0.07736278777202099,0.15086371480068195,0.042463257862573545,0.18168663911558758,0.08277493342506892,0.5533891632911065,0.4226622979547153,0.32824069108686993,0.4761451481130109,0.6882339821933929,0.33510917845765786,0.28152853164953906,0.1430868831617279,0.46994629447994396,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_10,0.9,0.9,0.9,0.9,0.9,0.9,0.01975763989331747,0.056111558837629416,0.05783120508691564,0.0354271624764706,0.07008579328304243,0.01852160350662646,0.025415018214431595,0.04372566315040294,0.2185410756852243,0.17955970165438484,0.14499980114356414,0.2930891717034254,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.008655936353652582,0.10218322751954445,0.01284707816926367,0.09650912736088946,0.016787985465340327,0.0162437986466738,0.16068398181063814,0.32201754590089826,0.11906803680145017,0.06233154783680983,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.06420881307187609,0.04372566315040294,0.10364408705278283,0.046990824968410894,0.028434292474681655,0.06326518249648405,0.014701089697084169,0.07951011279997577,0.030780535060595637,0.3316571006814324,0.21611657462419165,0.16068398181063814,0.2561221060868316,0.48810828198113687,0.16470273158397297,0.13048572066045916,0.059600187809534466,0.2506642772837817,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
mix_20,0.9,0.9,0.9,0.9,0.9,0.9,0.00352135157499045,0.011797038255680126,0.012207438260859682,0.006891630559933581,0.015201909440677785,0.003270404444485342,0.004727124110169401,0.00880742871216289,0.06326518249648405,0.04902413953933671,0.037667975684616994,0.09113214898648281,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.0013934772279484697,0.024249956436628195,0.0021619490751236814,0.022790533999450413,0.0029240440708622195,0.002817822487611865,0.04246325786257321,0.10512692927789014,0.028889581061220637,0.013289898233044273,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.013746270482751344,0.00880742871216289,0.024625618734030574,0.009598552392166448,0.005367165663751061,0.013515784874639558,0.0025192779517843045,0.01763827279133834,0.005872147222563018,0.10965877561906068,0.06233154783680983,0.04246325786257321,0.07843375725946222,0.1882072700813886,0.04372566315040294,0.03329613264352138,0.012629555253833802,0.07630114927076015,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8440527129055082,0.9,0.7901132012847418,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_3,0.9,0.9,0.9,0.9,0.9,0.9,0.43331125937277126,0.6402893553861617,0.6462824037458684,0.5473991349222826,0.6852366913648283,0.4190604431424858,0.4851714825635077,0.5893495842720444,0.9,0.9,0.8560381495086492,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.2700960946924431,0.7721345699341695,0.3385944213893275,0.7601483386832191,0.39707574056935147,0.3896535146690817,0.8800113410650904,0.9,0.8050988830571517,0.6612660607072198,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6672552743296456,0.5893495842720444,0.7751309342165803,0.6043304950181523,0.5054453449237218,0.6642617107671023,0.36741756664812586,0.7122039484693787,0.5204276365397704,0.9,0.9,0.8800113410650904,0.9,0.9,0.8860022956597373,0.8320655390136642,0.6522755471730294,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_5,0.9,0.9,0.9,0.9,0.9,0.9,0.32487661719640937,0.5503944655646471,0.5563855325546336,0.4571063058554653,0.5953410236738602,0.3133873528993042,0.3822230176516431,0.49949486908087337,0.871019766487902,0.8200792335171415,0.7661413613339878,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.19493047412139775,0.6822402890145236,0.2506642772837817,0.6702534228514604,0.2959931105379574,0.2901935238631188,0.7901132012847418,0.9,0.7152001710700221,0.5713693760757115,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5773625453159714,0.49949486908087337,0.6852366913648283,0.5144340621744385,0.40813790817505724,0.5743675924801894,0.27293707808711587,0.6223101512132438,0.4262384790623688,0.9,0.8680240865510536,0.7901132012847418,0.9,0.9,0.7961066134400652,0.7421717352340361,0.5623795391925179,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
tree_7,0.9,0.9,0.9,0.9,0.9,0.9,0.06710436466640501,0.16068398181063814,0.16470273158397297,0.10965877561917414,0.19042784591632544,0.06326518249648405,0.08387430901201454,0.12880195456413412,0.46994629447994263,0.4117963973023475,0.34565668975602226,0.5533891632911065,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.032270704539262396,0.2616616735379095,0.04566673458873094,0.2506642772837817,0.05783120508691564,0.056111558837629416,0.37480442924173385,0.5833561998610506,0.2930891717034254,0.17490841012490588,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.17746101701694383,0.12880195456413412,0.2644581465462795,0.13751060938677173,0.08983774695391367,0.17538576209710688,0.0512201375406266,0.21129916609434185,0.09650912736088946,0.5923451083747663,0.4667884429959468,0.37480442924173385,0.5144340621744385,0.7271892932376858,0.3822230176516431,0.31914822285371414,0.1687649924866479,0.508440418483646,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
