parametro,0
13,5.3
15,6.6
18,7.25
10,7.85
16,7.9
19,8.1
14,8.2
11,9.4
17,9.45
12,9.6
7,9.9
20,10.0
8,10.7
9,10.7
6,11.75
5,13.1
4,14.0
3,14.8
2,16.6
1,18.8
