dataset,n_base_classifiers,n_pontos_proximos,acc_min,classifier_type,acc1,acc2,acc3,acc4,acc5,acc_mean,time_to_run
load_electrical_grid_stability,20,10,1.0,mix,997,993,0.9995,0.999,0.9975,0.9972000000000001,173.66065311431885
load_electrical_grid_stability,20,10,0.95,mix,995,0.9985,0.9965,996,0.9985,0.9969000000000001,254.2352433204651
load_electrical_grid_stability,20,10,0.0,naive-bayes,973,0.9825,982,0.9805,0.9755,0.9787000000000001,84.43761205673218
load_electrical_grid_stability,20,10,0.1,naive-bayes,0.9735,982,0.9815,981,0.9745,0.9785,84.88724279403687
load_electrical_grid_stability,20,10,0.2,naive-bayes,973,0.9815,0.9805,0.9805,975,0.9781000000000001,85.50255703926086
load_electrical_grid_stability,20,10,0.4,naive-bayes,0.9735,981,982,981,975,0.9784999999999998,85.77200651168823
load_electrical_grid_stability,20,10,0.5,naive-bayes,0.9745,982,982,981,0.9745,0.9788,86.14710712432861
load_electrical_grid_stability,20,10,0.8,naive-bayes,0.9755,0.9825,0.9805,981,975,0.9789,85.0673816204071
load_electrical_grid_stability,20,10,0.9,naive-bayes,975,0.9825,0.9825,0.9815,0.9775,0.9798,81.61053776741028
load_electrical_grid_stability,20,10,1.0,naive-bayes,0.9755,0.9825,0.9825,0.9825,975,0.9795999999999999,68.00711679458618
load_electrical_grid_stability,20,10,0.05,naive-bayes,974,0.9815,0.98,0.98,975,0.9781000000000001,88.79420065879822
load_electrical_grid_stability,20,10,0.15,naive-bayes,0.9745,983,0.9805,981,976,0.9789999999999999,88.65809965133667
load_electrical_grid_stability,20,10,0.25,naive-bayes,0.9735,0.9825,982,0.98,974,0.9783999999999999,88.77796983718872
load_electrical_grid_stability,20,10,0.3,naive-bayes,0.9745,0.9825,0.9815,0.9805,975,0.9788,88.84702205657959
load_electrical_grid_stability,20,10,0.35,naive-bayes,0.9735,982,981,982,0.9745,0.9785999999999999,88.84136128425598
load_electrical_grid_stability,20,10,0.45,naive-bayes,0.9735,982,0.9815,0.98,0.9755,0.9785,88.96040201187134
load_electrical_grid_stability,20,10,0.55,naive-bayes,973,0.9815,0.98,0.9815,0.9755,0.9783,88.4787528514862
load_electrical_grid_stability,20,10,0.6,naive-bayes,0.9745,0.9815,0.9815,981,0.9755,0.9788,88.54010343551636
load_electrical_grid_stability,20,10,0.65,naive-bayes,0.9745,983,0.9825,981,975,0.9792,88.59355664253235
load_electrical_grid_stability,20,10,0.7,naive-bayes,974,0.9825,982,0.9815,975,0.9790000000000001,88.98092532157898
load_electrical_grid_stability,20,10,0.75,naive-bayes,974,0.9825,0.9825,981,974,0.9788,88.72449040412903
load_electrical_grid_stability,20,10,0.85,naive-bayes,974,0.9825,0.9825,0.9805,975,0.9789,88.25659656524658
load_electrical_grid_stability,20,10,0.95,naive-bayes,975,0.9825,0.9815,982,976,0.9794,84.81955099105835
load_electrical_grid_stability,20,10,0.0,perceptron,947,939,0.9345,0.9415,0.9345,0.9393,75.06740379333496
load_electrical_grid_stability,20,10,0.1,perceptron,939,955,953,952,0.9485,0.9494999999999999,83.06603837013245
load_electrical_grid_stability,20,10,0.2,perceptron,0.9505,947,952,0.9545,938,0.9484,77.80977964401245
load_electrical_grid_stability,20,10,0.4,perceptron,949,941,0.9535,949,938,0.9460999999999998,87.04052710533142
load_electrical_grid_stability,20,10,0.5,perceptron,0.9575,0.95,955,0.9495,0.9425,0.9509000000000001,73.50282025337219
load_electrical_grid_stability,20,10,0.8,perceptron,941,0.9475,957,948,0.95,0.9487,63.24207401275635
load_electrical_grid_stability,20,10,0.9,perceptron,942,0.9285,938,0.9475,938,0.9387999999999999,62.136675119400024
load_electrical_grid_stability,20,10,1.0,perceptron,0.9215,0.9285,0.9315,0.9305,933,0.929,57.611451864242554
load_electrical_grid_stability,20,10,0.05,perceptron,0.9485,0.9425,0.9465,941,937,0.9430999999999999,68.77182197570801
load_electrical_grid_stability,20,10,0.15,perceptron,0.95,965,0.9695,0.97,0.9615,0.9632,68.64450788497925
load_electrical_grid_stability,20,10,0.25,perceptron,938,0.9485,0.95,953,0.9445,0.9468,68.5130455493927
load_electrical_grid_stability,20,10,0.3,perceptron,0.9335,938,0.95,0.9465,932,0.9400000000000001,68.0622296333313
load_electrical_grid_stability,20,10,0.35,perceptron,0.9475,0.9465,0.9455,0.9475,0.9455,0.9465,68.07170557975769
load_electrical_grid_stability,20,10,0.45,perceptron,954,942,945,954,0.9415,0.9472999999999999,67.83044981956482
load_electrical_grid_stability,20,10,0.55,perceptron,0.9495,947,948,959,937,0.9480999999999999,67.11432838439941
load_electrical_grid_stability,20,10,0.6,perceptron,952,942,0.9525,951,0.9445,0.9484,66.14044499397278
load_electrical_grid_stability,20,10,0.65,perceptron,949,0.9495,0.9565,0.9505,951,0.9513,66.28596663475037
load_electrical_grid_stability,20,10,0.7,perceptron,946,0.9465,957,951,948,0.9497,65.18005228042603
load_electrical_grid_stability,20,10,0.75,perceptron,957,949,0.9575,0.9525,0.9575,0.9547000000000001,65.66652917861938
load_electrical_grid_stability,20,10,0.85,perceptron,957,0.9545,955,0.9545,945,0.9532,64.6359977722168
load_electrical_grid_stability,20,10,0.95,perceptron,0.9435,943,0.9465,939,936,0.9416,61.83073329925537
load_electrical_grid_stability,20,10,0.0,tree,0.9995,0.9995,1.0,0.9995,1.0,0.9997,70.39712929725647
load_electrical_grid_stability,20,10,0.1,tree,1.0,0.9995,1.0,1.0,1.0,0.9999,70.52131032943726
load_electrical_grid_stability,20,10,0.2,tree,0.9995,0.9995,1.0,0.9995,1.0,0.9997,77.26558089256287
load_electrical_grid_stability,20,10,0.4,tree,0.9985,0.9995,1.0,1.0,0.9995,0.9995,76.54978466033936
load_electrical_grid_stability,20,10,0.5,tree,0.9995,0.9985,1.0,0.999,1.0,0.9994,72.1148293018341
