,acuracia-knn-0.0,acuracia-knn-0.05,acuracia-knn-0.1,acuracia-knn-0.15,acuracia-knn-0.2,acuracia-knn-0.25,acuracia-knn-0.3,acuracia-knn-0.35,acuracia-knn-0.4,acuracia-knn-0.45,acuracia-knn-0.5,acuracia-knn-0.55,acuracia-knn-0.6,acuracia-knn-0.65,acuracia-knn-0.7,acuracia-knn-0.75,acuracia-knn-0.8,acuracia-knn-0.85,acuracia-knn-0.9,acuracia-knn-1.0,acuracia-knn-0.95,acuracia-mix-0.0,acuracia-mix-0.05,acuracia-mix-0.1,acuracia-mix-0.15,acuracia-mix-0.2,acuracia-mix-0.25,acuracia-mix-0.3,acuracia-mix-0.35,acuracia-mix-0.4,acuracia-mix-0.45,acuracia-mix-0.5,acuracia-mix-0.55,acuracia-mix-0.6,acuracia-mix-0.65,acuracia-mix-0.7,acuracia-mix-0.75,acuracia-mix-0.8,acuracia-mix-0.85,acuracia-mix-0.9,acuracia-mix-1.0,acuracia-mix-0.95,acuracia-naive-bayes-0.0,acuracia-naive-bayes-0.05,acuracia-naive-bayes-0.1,acuracia-naive-bayes-0.15,acuracia-naive-bayes-0.2,acuracia-naive-bayes-0.25,acuracia-naive-bayes-0.3,acuracia-naive-bayes-0.35,acuracia-naive-bayes-0.4,acuracia-naive-bayes-0.45,acuracia-naive-bayes-0.5,acuracia-naive-bayes-0.55,acuracia-naive-bayes-0.6,acuracia-naive-bayes-0.65,acuracia-naive-bayes-0.7,acuracia-naive-bayes-0.75,acuracia-naive-bayes-0.8,acuracia-naive-bayes-0.85,acuracia-naive-bayes-0.9,acuracia-naive-bayes-1.0,acuracia-naive-bayes-0.95,acuracia-perceptron-0.0,acuracia-perceptron-0.1,acuracia-perceptron-0.2,acuracia-perceptron-0.4,acuracia-perceptron-0.5,acuracia-perceptron-0.8,acuracia-perceptron-0.9,acuracia-perceptron-1.0,acuracia-perceptron-0.05,acuracia-perceptron-0.15,acuracia-perceptron-0.25,acuracia-perceptron-0.3,acuracia-perceptron-0.35,acuracia-perceptron-0.45,acuracia-perceptron-0.55,acuracia-perceptron-0.6,acuracia-perceptron-0.65,acuracia-perceptron-0.7,acuracia-perceptron-0.75,acuracia-perceptron-0.85,acuracia-perceptron-0.95,acuracia-tree-0.0,acuracia-tree-0.1,acuracia-tree-0.2,acuracia-tree-0.4,acuracia-tree-0.5,acuracia-tree-0.8,acuracia-tree-0.9,acuracia-tree-1.0,acuracia-tree-0.05,acuracia-tree-0.15,acuracia-tree-0.25,acuracia-tree-0.3,acuracia-tree-0.35,acuracia-tree-0.45,acuracia-tree-0.55,acuracia-tree-0.6,acuracia-tree-0.65,acuracia-tree-0.7,acuracia-tree-0.75,acuracia-tree-0.85,acuracia-tree-0.95,similaridade-tree-2.0,similaridade-tree-4.0,similaridade-tree-6.0,similaridade-tree-8.0,similaridade-tree-10.0,similaridade-tree-20.0,similaridade-perceptron-2.0,similaridade-perceptron-4.0,similaridade-perceptron-6.0,similaridade-perceptron-8.0,similaridade-perceptron-10.0,similaridade-perceptron-20.0,similaridade-naive-bayes-2.0,similaridade-naive-bayes-4.0,similaridade-naive-bayes-6.0,similaridade-naive-bayes-8.0,similaridade-naive-bayes-10.0,similaridade-naive-bayes-20.0,similaridade-knn-2.0,similaridade-knn-4.0,similaridade-knn-6.0,similaridade-knn-8.0,similaridade-knn-10.0,similaridade-knn-20.0,similaridade-mix-2.0,similaridade-mix-4.0,similaridade-mix-6.0,similaridade-mix-8.0,similaridade-mix-10.0,similaridade-mix-20.0,similaridade-tree-1.0,similaridade-tree-3.0,similaridade-tree-5.0,similaridade-tree-7.0,similaridade-tree-9.0,similaridade-perceptron-1.0,similaridade-perceptron-3.0,similaridade-perceptron-5.0,similaridade-perceptron-7.0,similaridade-perceptron-9.0,similaridade-naive-bayes-1.0,similaridade-naive-bayes-3.0,similaridade-naive-bayes-5.0,similaridade-naive-bayes-7.0,similaridade-naive-bayes-9.0,similaridade-knn-1.0,similaridade-knn-3.0,similaridade-knn-5.0,similaridade-knn-7.0,similaridade-knn-9.0,similaridade-mix-1.0,similaridade-mix-3.0,similaridade-mix-5.0,similaridade-mix-7.0,similaridade-mix-9.0,similaridade-tree-11.0,similaridade-tree-12.0,similaridade-tree-13.0,similaridade-tree-14.0,similaridade-tree-15.0,similaridade-tree-16.0,similaridade-tree-17.0,similaridade-tree-18.0,similaridade-tree-19.0,similaridade-perceptron-11.0,similaridade-perceptron-12.0,similaridade-perceptron-13.0,similaridade-perceptron-14.0,similaridade-perceptron-15.0,similaridade-perceptron-16.0,similaridade-perceptron-17.0,similaridade-perceptron-18.0,similaridade-perceptron-19.0,similaridade-naive-bayes-11.0,similaridade-naive-bayes-12.0,similaridade-naive-bayes-13.0,similaridade-naive-bayes-14.0,similaridade-naive-bayes-15.0,similaridade-naive-bayes-16.0,similaridade-naive-bayes-17.0,similaridade-naive-bayes-18.0,similaridade-naive-bayes-19.0,similaridade-knn-11.0,similaridade-knn-12.0,similaridade-knn-13.0,similaridade-knn-14.0,similaridade-knn-15.0,similaridade-knn-16.0,similaridade-knn-17.0,similaridade-knn-18.0,similaridade-knn-19.0,similaridade-mix-11.0,similaridade-mix-12.0,similaridade-mix-13.0,similaridade-mix-14.0,similaridade-mix-15.0,similaridade-mix-16.0,similaridade-mix-17.0,similaridade-mix-18.0,similaridade-mix-19.0
acuracia-knn-0.65,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.874274993716389,0.9,0.9,0.8990853300343056,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7547400042459482,0.9,0.8968298965556342,0.9,0.8472096988511849,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8111231514198411,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-knn-0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-knn-0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8291688527335885,0.9,0.9,0.8539758627056823,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7096304622706919,0.9,0.851722747870644,0.9,0.8021047414700058,0.8832985795698145,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8990853300343056,0.9,0.766017811610755,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-knn-0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-knn-0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8314224988126757,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8878082694404823,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-knn-0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-knn-1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.5540101106587252,0.9,0.8178893268989685,0.6645239207472303,0.6803108385526444,0.7547400042459482,0.9,0.6374584879297043,0.7412082901628458,0.8381875541315166,0.8675080118336578,0.6194159204782979,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2713610029408341,0.1986880715297228,0.5765644559593656,0.3879623297047159,0.6464809775711335,0.9,0.9,0.9,0.12181670534792344,0.4754102112527746,0.5991173250063295,0.3817032854683776,0.5043914060503547,0.39420978364583215,0.766017811610755,0.8156347216894888,0.6622679901006238,0.6352016136954826,0.49109345005058047,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.6058806298738171,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8720203597687781,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7705269032012192,0.8427014850095642,0.39420978364583215,0.9,0.2992722891109817,0.9,0.4247556055129029,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8449563213891852,0.5540101106587252
acuracia-knn-0.95,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-mix-0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.11926970455382868,0.23073571106430946,0.26983094212296843,0.2125298209411398,0.23899490406969148,0.3630216821409783,0.3942097836458337,0.5179223540021042,0.5111565539986671,0.515668915933073,0.7615048907566627,0.6194159204782992,0.9,0.8291688527335912,0.9,0.7389527959927052,0.9,0.7975928204652206,0.7344423243473057,0.6758013581027189,0.851722747870644,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.006984268958105444,0.020071606088177707,0.020911178305681566,0.007720948421289897,0.014416746915820622,0.011165808531123367,0.01030168828131095,0.014291261371329966,0.06742106335221731,0.0481346346782322,0.03794385031932157,0.0904888719984116,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0042612372392423215,0.02756220455227887,0.007653159875456561,0.03794385031932157,0.0062523835498680125,0.008689974637957287,0.04570104968489197,0.09540994433940964,0.029712818934624075,0.022132520738838424,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.017120302378144547,0.01492443350955952,0.03645634433544909,0.012202983435066206,0.009253010129597672,0.020740024724303585,0.005390777922982037,0.021776716964388765,0.009503850941263936,0.11757857689077256,0.06487642780684888,0.047082314137559034,0.10137398398505615,0.15479955132215162,0.04433931594997709,0.037345700795558434,0.02195567660417519,0.07594530649593956,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-mix-0.05,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.2961568394341535,0.4940814712637829,0.554010110658725,0.4721225650321913,0.5066449041753616,0.6780551302537474,0.7118882497892294,0.8630001494217574,0.8562333242860424,0.8607444893609348,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.026210785847187945,0.06793771424545736,0.07055582312214326,0.028741098421344535,0.04991940250051219,0.04010418425848572,0.03734570079555799,0.0495583247652992,0.18322612157816098,0.1393253544815164,0.11589714982373811,0.24039287779934826,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.01697525677502587,0.08750139846035188,0.02849938415415243,0.11589714982373811,0.023781074361230337,0.03200627474412443,0.13265201222852196,0.2504070543434762,0.09256288339254004,0.07430979770288615,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.05858408255099257,0.05154191457909174,0.11173548043680404,0.04333949114205904,0.03389649755387503,0.07002701552744728,0.020911178305681344,0.07322665647095306,0.03473209907953667,0.29304208304629076,0.17759516464225378,0.13641022341784126,0.2622506200832294,0.3712897393614961,0.1290425209953422,0.11422289409567254,0.07376716556109031,0.20240702131424826,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-mix-0.1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5540101106587252,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7344423243473057,0.9,0.029463291017566506,0.06897528638901507,0.08428544259992299,0.061915353629186654,0.0726898077821474,0.12181670534793809,0.13082724651316358,0.2011619476997898,0.19746151886355234,0.19992334470718387,0.36714449041431996,0.2607510596637045,0.614903736540751,0.42868819496542643,0.4895787615147079,0.34679477233504796,0.5540101106587252,0.40043247066631327,0.3428282166268821,0.299272289110982,0.44766482117220197,0.9,0.8810430539851559,0.9,0.9,0.9,0.9,0.7502293710488778,0.5630290747213156,0.7795485356824252,0.6013728316883291,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7953353955584763,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0011555901742692498,0.0036996127084774066,0.003879045803119374,0.0012876465263349512,0.002545903619183054,0.0019246822900514937,0.0017645545796408646,0.002525037435407107,0.014796117279026966,0.01011656195709143,0.007653159875456561,0.021776716964388765,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.001,0.00533851468431934,0.001275873294833918,0.007653159875456561,0.001027481255670648,0.0014628207790344794,0.009503850941263936,0.023036940189194777,0.005805222681629418,0.004141468677434368,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0030834420973179233,0.0026472178475619446,0.007310959682601648,0.0021201998437359038,0.0015665118652119503,0.0038422079698725575,0.001,0.004066296721845664,0.0016146995929288144,0.028978144468441047,0.014167661466420234,0.009848759331371748,0.024541114479797344,0.04137815054736271,0.009171971723402561,0.007514083616288358,0.004106269286788811,0.01697525677502587,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
