,acuracia-knn-0.0,acuracia-knn-0.05,acuracia-knn-0.1,acuracia-knn-0.15,acuracia-knn-0.2,acuracia-knn-0.25,acuracia-knn-0.3,acuracia-knn-0.35,acuracia-knn-0.4,acuracia-knn-0.45,acuracia-knn-0.5,acuracia-knn-0.55,acuracia-knn-0.6,acuracia-knn-0.65,acuracia-knn-0.7,acuracia-knn-0.75,acuracia-knn-0.8,acuracia-knn-0.85,acuracia-knn-0.9,acuracia-knn-1.0,acuracia-knn-0.95,acuracia-mix-0.0,acuracia-mix-0.05,acuracia-mix-0.1,acuracia-mix-0.15,acuracia-mix-0.2,acuracia-mix-0.25,acuracia-mix-0.3,acuracia-mix-0.35,acuracia-mix-0.4,acuracia-mix-0.45,acuracia-mix-0.5,acuracia-mix-0.55,acuracia-mix-0.6,acuracia-mix-0.65,acuracia-mix-0.7,acuracia-mix-0.75,acuracia-mix-0.8,acuracia-mix-0.85,acuracia-mix-0.9,acuracia-mix-1.0,acuracia-mix-0.95,acuracia-naive-bayes-0.0,acuracia-naive-bayes-0.05,acuracia-naive-bayes-0.1,acuracia-naive-bayes-0.15,acuracia-naive-bayes-0.2,acuracia-naive-bayes-0.25,acuracia-naive-bayes-0.3,acuracia-naive-bayes-0.35,acuracia-naive-bayes-0.4,acuracia-naive-bayes-0.45,acuracia-naive-bayes-0.5,acuracia-naive-bayes-0.55,acuracia-naive-bayes-0.6,acuracia-naive-bayes-0.65,acuracia-naive-bayes-0.7,acuracia-naive-bayes-0.75,acuracia-naive-bayes-0.8,acuracia-naive-bayes-0.85,acuracia-naive-bayes-0.9,acuracia-naive-bayes-1.0,acuracia-naive-bayes-0.95,acuracia-perceptron-0.0,acuracia-perceptron-0.1,acuracia-perceptron-0.2,acuracia-perceptron-0.4,acuracia-perceptron-0.5,acuracia-perceptron-0.8,acuracia-perceptron-0.9,acuracia-perceptron-1.0,acuracia-perceptron-0.05,acuracia-perceptron-0.15,acuracia-perceptron-0.25,acuracia-perceptron-0.3,acuracia-perceptron-0.35,acuracia-perceptron-0.45,acuracia-perceptron-0.55,acuracia-perceptron-0.6,acuracia-perceptron-0.65,acuracia-perceptron-0.7,acuracia-perceptron-0.75,acuracia-perceptron-0.85,acuracia-perceptron-0.95,acuracia-tree-0.0,acuracia-tree-0.1,acuracia-tree-0.2,acuracia-tree-0.4,acuracia-tree-0.5,acuracia-tree-0.8,acuracia-tree-0.9,acuracia-tree-1.0,acuracia-tree-0.05,acuracia-tree-0.15,acuracia-tree-0.25,acuracia-tree-0.3,acuracia-tree-0.35,acuracia-tree-0.45,acuracia-tree-0.55,acuracia-tree-0.6,acuracia-tree-0.65,acuracia-tree-0.7,acuracia-tree-0.75,acuracia-tree-0.85,acuracia-tree-0.95,similaridade-tree-2.0,similaridade-tree-4.0,similaridade-tree-6.0,similaridade-tree-8.0,similaridade-tree-10.0,similaridade-tree-20.0,similaridade-perceptron-2.0,similaridade-perceptron-4.0,similaridade-perceptron-6.0,similaridade-perceptron-8.0,similaridade-perceptron-10.0,similaridade-perceptron-20.0,similaridade-naive-bayes-2.0,similaridade-naive-bayes-4.0,similaridade-naive-bayes-6.0,similaridade-naive-bayes-8.0,similaridade-naive-bayes-10.0,similaridade-naive-bayes-20.0,similaridade-knn-2.0,similaridade-knn-4.0,similaridade-knn-6.0,similaridade-knn-8.0,similaridade-knn-10.0,similaridade-knn-20.0,similaridade-mix-2.0,similaridade-mix-4.0,similaridade-mix-6.0,similaridade-mix-8.0,similaridade-mix-10.0,similaridade-mix-20.0,similaridade-tree-1.0,similaridade-tree-3.0,similaridade-tree-5.0,similaridade-tree-7.0,similaridade-tree-9.0,similaridade-perceptron-1.0,similaridade-perceptron-3.0,similaridade-perceptron-5.0,similaridade-perceptron-7.0,similaridade-perceptron-9.0,similaridade-naive-bayes-1.0,similaridade-naive-bayes-3.0,similaridade-naive-bayes-5.0,similaridade-naive-bayes-7.0,similaridade-naive-bayes-9.0,similaridade-knn-1.0,similaridade-knn-3.0,similaridade-knn-5.0,similaridade-knn-7.0,similaridade-knn-9.0,similaridade-mix-1.0,similaridade-mix-3.0,similaridade-mix-5.0,similaridade-mix-7.0,similaridade-mix-9.0,similaridade-tree-11.0,similaridade-tree-12.0,similaridade-tree-13.0,similaridade-tree-14.0,similaridade-tree-15.0,similaridade-tree-16.0,similaridade-tree-17.0,similaridade-tree-18.0,similaridade-tree-19.0,similaridade-perceptron-11.0,similaridade-perceptron-12.0,similaridade-perceptron-13.0,similaridade-perceptron-14.0,similaridade-perceptron-15.0,similaridade-perceptron-16.0,similaridade-perceptron-17.0,similaridade-perceptron-18.0,similaridade-perceptron-19.0,similaridade-naive-bayes-11.0,similaridade-naive-bayes-12.0,similaridade-naive-bayes-13.0,similaridade-naive-bayes-14.0,similaridade-naive-bayes-15.0,similaridade-naive-bayes-16.0,similaridade-naive-bayes-17.0,similaridade-naive-bayes-18.0,similaridade-naive-bayes-19.0,similaridade-knn-11.0,similaridade-knn-12.0,similaridade-knn-13.0,similaridade-knn-14.0,similaridade-knn-15.0,similaridade-knn-16.0,similaridade-knn-17.0,similaridade-knn-18.0,similaridade-knn-19.0,similaridade-mix-11.0,similaridade-mix-12.0,similaridade-mix-13.0,similaridade-mix-14.0,similaridade-mix-15.0,similaridade-mix-16.0,similaridade-mix-17.0,similaridade-mix-18.0,similaridade-mix-19.0
acuracia-mix-0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.12181670534792344,0.23467185027491444,0.2744285555593663,0.21639187870129384,0.24321907973633095,0.36921599925034165,0.40043247066631327,0.5246898980669752,0.517922354002103,0.5224332607247235,0.7682726065649514,0.6261836958986955,0.9,0.8359354678594811,0.9,0.7457181591268081,0.9,0.8043573141039467,0.7412082901628452,0.6825665829872807,0.858487436517835,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.007178885437984284,0.020569060235706038,0.02142707666971,0.007936387844563297,0.014796117279026966,0.011466348303999507,0.010583631773432245,0.014670110341619025,0.06897528638901507,0.049201439014982085,0.03885910776065504,0.09256288339254004,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0043840523516957,0.028262620285373963,0.00786238865941491,0.03885910776065504,0.00642792328479147,0.008926444293594016,0.04673525034154824,0.09760709567475745,0.03046108597382491,0.022673267494540683,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.01756257345699852,0.015316570800988694,0.03734570079555799,0.012530581582804068,0.009503850941263603,0.021253679694419936,0.00554242265532956,0.02231307972931429,0.009763933793650037,0.12011587209949304,0.06639722518019708,0.04813463467824464,0.10369564256002561,0.15794605039033272,0.045358477282709364,0.03824954382243084,0.02249152097783702,0.07759201087807832,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-mix-0.75,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.31629385481794803,0.5201763698286436,0.583327639595377,0.4925920545142801,0.5359639539472892,0.7073766823535681,0.7412082901628458,0.8923195240380001,0.8855532636683805,0.8900628040657236,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.029221291042187292,0.07485387055250714,0.07759201087808165,0.03200627474412454,0.055406034627764944,0.0443393159499752,0.04137815054736271,0.05496485666869699,0.1986880715297228,0.1527205591837525,0.1249994149216278,0.2592541970874067,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.018941655250052647,0.09540994433943428,0.03174262412190898,0.1249994149216278,0.026430531034385307,0.03558669556859628,0.14540001192405538,0.2698309421229662,0.10214175949008397,0.08148350700868479,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.06487642780684888,0.057204958525857164,0.12266536748291712,0.047782072932642805,0.03764130591862225,0.0770427904388653,0.023221759670008724,0.08036662634533864,0.03855561452363443,0.31321953225602706,0.1926101304602107,0.14962197120305687,0.2821535048243262,0.3983646027513772,0.14131628627807125,0.12499880834402988,0.08092563049479706,0.21898441957801085,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-mix-0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.45311749705983984,0.6780551302537474,0.7412082901628458,0.6464809775711335,0.6938424920294135,0.8652541877827244,0.8990853300343056,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.05071697918404272,0.12011587209949304,0.12437176761843705,0.055406034627764944,0.08980937974233372,0.07594530649594566,0.07108431606483767,0.08913386684751357,0.2961568394341535,0.23336092709956502,0.19381606152467645,0.37961599427719783,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.03361838613297696,0.1527205591837525,0.05496485666869699,0.19381606152467645,0.04638715230966717,0.061427819212997115,0.22419144363794818,0.39420978364583215,0.16219646437490542,0.12642438443908,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.10447865968846326,0.09256288339254004,0.18786244986402723,0.08148350700868479,0.06487642780684888,0.1235194475737138,0.04105748306128987,0.12500076078184952,0.06639722518019708,0.4494945681245748,0.2883678072813003,0.22942329755172963,0.4106975329388537,0.5292005428941595,0.21898441957801085,0.1914129868631126,0.12557326045771844,0.3208789776446397,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-mix-0.85,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.4687840070453537,0.6983546355074877,0.7615048907566627,0.6667785030664579,0.7141433455303159,0.8855532636683805,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.05452661862820529,0.12500069842562223,0.12816071884032898,0.059518485609298954,0.09613748510022391,0.08092563049479706,0.07594530649593956,0.09540994433940964,0.3101343238220512,0.24463895589551943,0.2049086662961268,0.3983646027513772,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.03616580045494111,0.16219646437490698,0.0590513426799425,0.2049086662961268,0.04955832476517552,0.06588591087956819,0.23598336508133466,0.4127304790789321,0.17190490808614756,0.1345117569797173,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.11173548043682324,0.0990953635713927,0.1986880715297228,0.08653438163736005,0.06950274017742974,0.12728895467367995,0.04400540393360686,0.13265201222848366,0.07108431606476573,0.4653925293499154,0.30238060980826453,0.2403928777993476,0.42868819496542643,0.5494978704835807,0.23073571106430946,0.2024070213142477,0.1335762175327494,0.33695786695610985,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-mix-0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-mix-1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7344423243473057,0.9,0.9,0.8449563213891852,0.8607444893609348,0.9,0.9,0.8178893268989685,0.9,0.9,0.9,0.7998487467951967,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.41677366606088473,0.3116800822419584,0.7569963758431569,0.5404775846604605,0.8269120955367509,0.9,0.9,0.9,0.1986880715297228,0.644223357710587,0.7795485356824252,0.5337112049374341,0.6848234096291936,0.547242806543238,0.9,0.9,0.8427014850095642,0.8156347216894888,0.6667785030664579,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7863153166234812,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.547242806543238,0.9,0.45131222971201335,0.9,0.5810733343211418,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7344423243473057
acuracia-mix-0.95,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
acuracia-naive-bayes-0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.11926970455382868,0.2961568394341535,0.029463291017566506,0.13082724651315436,0.0737671655608867,0.043670670756790764,0.04604271718289721,0.059518485609298954,0.1029157904659298,0.039790651584995285,0.056748604335549624,0.07869965576655125,0.08597305652431797,0.037345700795558434,0.12181670534792344,0.31629385481794803,0.45311749705983984,0.4687840070453537,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.008008440579241216,0.004864483325122904,0.03200627474412454,0.014416746915820622,0.04105748306128987,0.513412270233292,0.9,0.9,0.0022674045810866517,0.021253679694419936,0.034732099079537226,0.014044982795766714,0.024541114479797344,0.014796117279026966,0.061915353629186654,0.07322665647095306,0.04333949114205926,0.03947746892063975,0.023036940189194777,0.25925419708740827,0.9,0.9,0.9,0.9,0.30858926431407985,0.48496766242202427,0.03558669556859628,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.826912095536752,0.7795485356824252,0.30393614368597976,0.08709694544997704,0.9,0.9,0.9,0.5946073142616631,0.1809515447986657,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7141433455303159,0.8224008905634156,0.6712879867476318,0.2790556297553257,0.14749477620226692,0.0628886041532285,0.07980881751519475,0.014796117279026966,0.1029157904659298,0.009421512112899433,0.1413162862780346,0.016830530026812007,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.49408147126378366,0.12096466350455981,0.2504070543434762,0.26526973222547456,0.2683057481170369,0.43063620631884725,0.08036662634533864,0.029463291017566506
acuracia-naive-bayes-0.05,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.23073571106430946,0.4940814712637829,0.06897528638901507,0.2548040377349252,0.14962197120305687,0.09469174919410461,0.09985078623157118,0.1249994149216278,0.2049086662961268,0.0875013984603421,0.12181670534793809,0.15900439302182268,0.1729916424981317,0.08484757066087101,0.23467185027491444,0.5201763698286436,0.6780551302537474,0.6983546355074877,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.020569060235706038,0.012979646562928049,0.07430979770288615,0.03529990549067663,0.08913386684751357,0.7569963758431554,0.9,0.9,0.0063097339062946345,0.05031076396871115,0.07980881751515567,0.03445233887751176,0.05812153405430631,0.03616580045494111,0.12728895467367163,0.14855311333778587,0.09397580816838369,0.08749642372884014,0.05452661862993491,0.45491201754421995,0.9,0.9,0.9,0.9,0.5089021461987764,0.7209097018184432,0.08148350700862994,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.502135163859421,0.17499980954289007,0.9,0.9,0.9,0.8381875541315178,0.33309881004172326,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.4770343303154416,0.2806021333261821,0.1290425209953422,0.16112927767418928,0.03616580045494111,0.2049086662961268,0.023781074361230337,0.2713610029408354,0.040740391258952124,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7344423243473028,0.23336092709956546,0.44396257350831825,0.4619517653606442,0.4653925293499154,0.6509900465671787,0.16219646437490542,0.06897528638901507
acuracia-naive-bayes-0.1,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.26983094212296843,0.554010110658725,0.08428544259992299,0.2977137597439907,0.17759516464226888,0.11673636968588852,0.12266536748291712,0.14962197120305687,0.2403928777993476,0.10685884342043517,0.1433410746305317,0.18786244986402723,0.20365561775038188,0.10060739071248814,0.2744285555593663,0.583327639595377,0.7412082901628458,0.7615048907566627,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.02577301983865843,0.016547211412843654,0.08750067044195409,0.044005403933616294,0.11009564388986526,0.820145878019362,0.9,0.9,0.008156287599115353,0.06288860415313258,0.09397580816838369,0.043008779103536066,0.07215124503656623,0.04501512894493798,0.15479955132215162,0.17649384849683902,0.11589714982353072,0.10606123948695967,0.06793771424548445,0.4999207030884971,0.9,0.9,0.9,0.9,0.5720510876740437,0.7840602524426503,0.09613748510022391,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.565284299880591,0.20617008838453554,0.9,0.9,0.9,0.9,0.3900458673079201,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.5292005428941595,0.32391897599072106,0.15689089520291377,0.1902247534271907,0.04501512894493798,0.2403928777993476,0.02995995594197043,0.31475905943654614,0.05031076396871115,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.7975928204652185,0.27289208367853135,0.49109345005058047,0.5089021461987764,0.5134122702332928,0.714143345530314,0.1914129868631126,0.08428544259992299
